"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
136,"STN_014","2020-06-22 11:32:15.798385",40.635671,-83.367521,11.67,7.57,10.56,7.76,419,2.35,0.084,10.41
243,"STN_014","2021-03-23 05:08:38.870343",40.635826,-83.367562,15.49,7.84,5.7,4.19,358,2.63,0.132,5.98
273,"STN_014","2021-05-08 04:51:50.271388",40.63527,-83.367764,17.97,7.61,10.72,0.73,361.5,1.23,0.067,6.08
287,"STN_014","2022-04-30 22:57:47.730343",40.633379,-83.369357,25.6,7.82,7.17,0.67,468.1,1.32,0.036,11.42
398,"STN_014","2022-03-30 20:29:10.179758",40.635459,-83.368168,11.44,7.48,7.85,6.45,259.8,1.8,0.13,9.24
401,"STN_014","2020-10-28 06:46:48.425825",40.635316,-83.368403,11.36,7.56,7.02,5.06,342.7,1.304,0.14,6.77
408,"STN_014","2022-12-19 00:27:31.649098",40.636024,-83.368605,17.05,7.37,9.37,8.77,399.1,1.252,0.181,4.06
461,"STN_014","2022-08-19 08:06:56.018336",40.635171,-83.368223,18.59,7.76,10.15,6.1,367.9,3.712,0.106,8.78
483,"STN_014","2020-09-26 04:32:25.383903",40.634977,-83.368981,25.11,7.55,9.73,4.45,537,0.87,0.109,10.66
503,"STN_014","2020-10-15 06:51:25.03382",40.636337,-83.366915,18.58,6.42,9.06,6.61,352.2,2.539,0.233,16.29
635,"STN_014","2020-08-19 05:22:40.095231",40.635252,-83.366646,9.87,7.2,7.16,1.6,432.7,2.1,0.092,21.19
659,"STN_014","2022-12-07 02:17:59.43053",40.63672,-83.367539,11.22,7.32,7.4,1.82,364,2.338,0.121,6.58
660,"STN_014","2022-01-30 14:12:36.43204",40.634039,-83.36797,3.92,7.55,11.34,5.5,471.5,0.503,0.069,12.21
721,"STN_014","2021-03-19 02:01:03.588081",40.634424,-83.368384,9.45,7.24,6.06,8.26,340.6,3.618,0.144,0.76
801,"STN_014","2021-02-09 17:09:34.343569",40.635617,-83.369219,19.94,7.79,8.27,5.16,300.8,2.106,0.094,10.21
826,"STN_014","2020-07-01 22:20:48.000238",40.63658,-83.369555,5.35,7.42,12.6,3.99,489.4,0.194,0.111,11.22
944,"STN_014","2020-06-23 01:03:13.624987",40.635032,-83.368149,14.77,7.56,10.56,9.93,364.5,3.254,0.179,16.45
990,"STN_014","2020-03-14 10:40:40.457802",40.636366,-83.367124,13.75,7.46,11.51,4.42,396.8,2.957,0.134,3.54
993,"STN_014","2020-05-23 17:01:16.461377",40.63593,-83.367729,10.37,7.57,7.14,8.05,350.2,2.44,0.062,7.26
996,"STN_014","2022-04-30 02:29:53.28747",40.635408,-83.368226,21.57,7.69,11.44,4.32,483.5,0.452,0.06,10.87
1014,"STN_014","2022-03-19 08:30:19.158643",40.636217,-83.369925,16.38,7.25,9.6,5.2,449.2,2.111,0.042,13.71
1071,"STN_014","2020-04-21 14:24:32.707052",40.636112,-83.368843,13.48,7.46,7.91,0.43,409.7,0.838,0.019,16.32
1124,"STN_014","2021-04-21 18:52:16.048912",40.634395,-83.367932,9.92,7.92,7.76,3.24,442.5,3.73,0.112,5.14
1127,"STN_014","2020-09-27 16:30:25.138448",40.635157,-83.367426,15.12,7.8,8.08,4.22,387.5,3.135,0.129,20.2
1177,"STN_014","2022-09-08 09:13:38.369188",40.637043,-83.368331,26.31,7.57,8.48,2.07,434.5,1.225,0.077,4.95
1228,"STN_014","2021-08-15 02:59:25.524448",40.633055,-83.370244,20.66,7.85,4.95,4.06,362,1.983,0.164,0.94
1253,"STN_014","2021-01-29 02:57:02.0449",40.635341,-83.366841,23.55,7.19,8.29,5,388,0.115,0.099,3.95
1283,"STN_014","2021-07-08 18:08:29.717895",40.635476,-83.368163,15.68,7.37,7.95,0.87,423.7,2.47,0.13,13.21
1322,"STN_014","2022-02-09 22:47:16.638513",40.635582,-83.367641,0.16,7.34,10.14,5.24,432.8,1.246,0.111,7.89
1333,"STN_014","2021-02-20 15:19:24.438946",40.635076,-83.367867,15.31,7.49,8.69,7.65,397.7,0.297,0.116,15.63
1338,"STN_014","2020-08-11 08:04:15.330373",40.63445,-83.368142,7.9,7.42,7.48,2.98,358.6,2.863,0.122,11.18
1391,"STN_014","2021-05-02 00:15:17.716366",40.634343,-83.368855,13.78,7.14,9.66,2.1,343.9,2.925,0.137,8.89
1403,"STN_014","2021-08-08 21:07:55.872213",40.634323,-83.367885,15.44,8.15,6.86,0.94,392.3,3.161,0.146,6.76
1447,"STN_014","2022-01-18 14:06:24.820235",40.635378,-83.367465,15.97,7.7,9.74,4.86,448.6,1.912,0.142,5.77
1475,"STN_014","2022-09-30 09:43:25.573596",40.636002,-83.368931,15.53,7.89,6.61,2.13,379.7,1.69,0.083,9.9
1524,"STN_014","2022-10-13 23:06:32.177991",40.635506,-83.369448,5.6,7.37,10.23,0.52,525.9,0.825,0.177,1.53
1556,"STN_014","2020-10-25 03:11:47.402017",40.63645,-83.367749,5.69,7.35,8.65,4.41,433,3.044,0.07,0.71
1632,"STN_014","2020-04-21 23:43:28.733963",40.635694,-83.366684,13.5,7.75,6.71,5.31,383.5,2.674,0.052,10.67
1644,"STN_014","2020-09-26 11:56:14.908141",40.635462,-83.367055,23.38,6.82,6.4,6.87,417.4,1.192,0.043,12.06
1655,"STN_014","2021-05-13 17:32:45.58038",40.6357,-83.369246,15.88,7.59,8.08,4.46,414.9,1.634,0.074,8.53
1837,"STN_014","2022-03-05 06:24:29.688407",40.634298,-83.369311,16.64,7.62,9.06,1.75,407.1,1.436,0.082,6.76
1882,"STN_014","2022-09-20 23:04:58.493083",40.635531,-83.367202,17.21,7.52,7.89,6.86,383.1,1.74,0.204,11.75
2024,"STN_014","2020-10-17 14:25:37.122535",40.63425,-83.368327,21.06,7.83,7.9,3.09,297.7,1.858,0.091,17.43
2110,"STN_014","2021-04-16 03:41:06.69859",40.635364,-83.367754,18.96,7.47,8.79,3.49,410.3,0.57,0.041,6.02
2131,"STN_014","2021-01-03 15:19:17.852742",40.633831,-83.367564,10.39,7.53,9.66,0.46,260.6,1.668,0.098,8.05
2171,"STN_014","2020-08-10 17:20:25.237202",40.635946,-83.366778,16.77,8.12,6.83,0.92,408.3,0.245,0.084,2.61
2180,"STN_014","2022-08-26 07:47:24.721893",40.634551,-83.367771,12.6,7.75,6.78,5.76,425.1,1.603,0.129,8.91
2196,"STN_014","2020-04-25 10:31:35.19377",40.634028,-83.368338,20.25,7.31,8.11,9.66,402.9,3.576,0.102,11.27
2249,"STN_014","2022-09-13 12:42:28.004204",40.635772,-83.368865,15.59,7.81,7.94,2.83,406.6,3.077,0.225,4.57
2261,"STN_014","2022-03-10 14:27:52.254592",40.634648,-83.366253,14.38,7.16,8.49,7.01,458,1.307,0.078,9.28
2361,"STN_014","2021-12-15 18:42:23.882279",40.635421,-83.36846,15.82,7.75,6.87,3.57,447.7,2.447,0.116,3.35
2374,"STN_014","2020-05-17 09:07:42.662387",40.634415,-83.367802,20.13,7.59,7.39,8.76,335.6,2.029,0.2,15.55
2392,"STN_014","2022-05-29 20:28:48.642156",40.634493,-83.368103,22.84,7.58,8.38,9.87,479.7,2.604,0.097,14.71
2489,"STN_014","2020-02-28 00:38:45.444277",40.635722,-83.366784,8.66,7.12,9.61,3.45,358.3,1.671,0.126,8.81
2546,"STN_014","2021-08-05 11:31:07.202418",40.635713,-83.368342,20.91,7.67,8.14,2.17,385.4,1.193,0.066,11.93
2588,"STN_014","2021-12-24 01:57:55.769044",40.635055,-83.368446,7.64,7.12,11.58,5.74,403.1,1.418,0.124,9.51
2614,"STN_014","2020-05-19 23:09:38.95835",40.634976,-83.366993,21.75,7.53,10.75,8.15,369.3,1.473,0.099,17.45
2625,"STN_014","2022-10-22 22:48:40.355621",40.635446,-83.368049,16.86,8,8.94,6.98,495.8,2.052,0.156,14.51
2632,"STN_014","2022-04-23 09:12:22.519932",40.633503,-83.3674,9.73,7.61,8.94,2.39,326.3,1.834,0.056,15.33
2808,"STN_014","2021-09-09 20:20:41.81784",40.635283,-83.368621,11.04,7.84,6.43,5.07,388.4,1.939,0.111,14.53
2833,"STN_014","2022-09-01 17:52:44.836176",40.63598,-83.369176,15.75,8.03,8.49,5.22,398.8,1.139,0.103,5.1
2860,"STN_014","2021-03-14 20:51:50.702372",40.636316,-83.365952,15.98,7.74,7.71,4.7,405.4,1.038,0.143,8.27
2898,"STN_014","2020-05-21 04:02:58.0403",40.635435,-83.367387,11.76,7.53,7.75,8.35,394.6,2.136,0.112,9.16
2942,"STN_014","2020-08-05 00:25:35.831601",40.634443,-83.367677,13.54,7.45,6.45,5.98,407.5,0.12,0.102,5.86
2956,"STN_014","2021-12-30 04:41:26.233514",40.636077,-83.367011,15.84,7.1,7.8,7.99,426.2,0.651,0.064,8.55
2993,"STN_014","2020-06-29 05:25:20.427614",40.635853,-83.368967,20.34,7.6,7.13,6.98,309.6,1.487,0.069,4.01
3063,"STN_014","2021-03-23 05:16:13.917362",40.636331,-83.366751,15.32,7.37,8.81,0.68,407.5,1.355,0.072,9.28
3168,"STN_014","2020-01-22 20:25:12.36759",40.63618,-83.367495,23.75,7.11,8.9,5.43,405.5,1.472,0.107,9.51
