"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
43,"STN_011","2022-11-06 10:11:29.216405",40.862706,-80.368981,14.51,7.92,6.32,1.09,356.5,2.404,0.018,7.63
105,"STN_011","2021-01-10 16:42:18.281833",40.862282,-80.365499,16.06,7.21,7.78,2.49,415.6,1.011,0.12,14.71
140,"STN_011","2021-03-04 15:58:50.719775",40.864139,-80.36896,18.73,7.89,9.6,4.19,379.3,2.666,0.156,10.74
172,"STN_011","2020-02-21 16:49:14.6322",40.863589,-80.369716,17.85,7.83,8.64,4.96,429.4,2.119,0.091,13.29
193,"STN_011","2020-01-05 15:40:06.132111",40.861752,-80.368164,14.83,7.21,7.92,2.11,468.2,0.657,0.166,13.79
326,"STN_011","2021-03-10 13:20:05.078202",40.863514,-80.366405,19.94,7.88,9.24,3.16,356.8,1.481,0.077,7.59
342,"STN_011","2020-08-19 15:36:38.241828",40.861354,-80.369273,14.22,6.82,7.23,5.22,438.1,2.766,0.079,11
352,"STN_011","2021-08-05 21:24:49.180899",40.861993,-80.368624,15.95,7.15,9.1,3.44,431.3,2.166,0.09,9.44
385,"STN_011","2020-05-10 05:08:58.35006",40.862968,-80.365907,20.62,7.29,8.96,6.88,417.2,3.223,0.156,11.97
405,"STN_011","2020-04-20 22:05:54.988727",40.863568,-80.367469,17.99,7.4,7.94,4.77,387.2,1.653,0.197,9.33
490,"STN_011","2020-09-29 17:09:15.594083",40.862162,-80.367269,9.57,7.28,8.01,3.5,359.1,2.525,0.072,6.31
557,"STN_011","2020-06-05 01:14:55.846948",40.864204,-80.36735,7.75,7.62,5.65,6.26,356.8,0.743,0.057,9.19
571,"STN_011","2021-12-29 11:27:50.668864",40.862073,-80.367314,21.03,7.7,5.49,5.62,505.5,2.653,0.099,11.43
614,"STN_011","2022-04-12 00:44:59.728728",40.863437,-80.366933,11.22,6.88,7.89,4.3,486,0.867,0.052,6.45
632,"STN_011","2020-11-15 12:59:55.820025",40.861377,-80.368941,20.34,8.4,7.07,4.36,456,2.32,0.07,11.49
696,"STN_011","2020-06-30 10:27:09.295273",40.860628,-80.36922,13.88,7.53,6.55,0.71,377.1,1.77,0.074,10.53
827,"STN_011","2020-07-11 14:02:12.510822",40.863722,-80.367434,15.75,7.03,7.54,6.01,380.6,2.595,0.149,10.39
832,"STN_011","2020-05-03 17:31:16.059139",40.862755,-80.367781,19.61,7.06,7.38,2.31,336,1.185,0.085,17.74
853,"STN_011","2020-12-01 18:32:33.700286",40.863129,-80.369005,15.03,7.27,10.89,4.78,441.5,1.839,0.141,5.18
888,"STN_011","2020-03-06 01:33:48.754824",40.86245,-80.370148,18.84,7.41,5.37,7.38,363.2,1.526,0.137,15.19
953,"STN_011","2020-08-09 08:22:06.096784",40.863338,-80.369349,14.54,7.83,8.21,1.69,422.4,2.885,0.115,8.54
1140,"STN_011","2020-09-07 13:26:32.313357",40.86446,-80.367202,14.84,7.62,9.11,1.78,382.5,1.718,0.095,8.18
1164,"STN_011","2022-04-19 15:50:22.581493",40.864984,-80.367368,11.86,7.66,9.21,3.21,402.4,1.832,0.129,0.69
1168,"STN_011","2020-06-27 23:23:58.302029",40.862379,-80.368606,14.44,7.22,8.87,6.41,429.4,3.904,0.042,14.12
1294,"STN_011","2022-03-17 13:40:55.27305",40.865755,-80.370111,18.9,7.19,9.35,1.22,417.6,4.701,0.031,1.78
1302,"STN_011","2020-03-23 17:48:13.076777",40.863975,-80.369483,20.13,7.38,8.24,3.84,352.4,1.259,0.046,21.4
1364,"STN_011","2021-08-29 22:48:03.21066",40.865575,-80.368057,15.64,7.33,8.63,9.85,398.3,1.799,0.09,12.59
1444,"STN_011","2022-09-20 14:24:33.430102",40.864229,-80.368512,18.24,7.6,4.69,6.57,392.2,0.955,0.185,2.75
1621,"STN_011","2022-01-14 19:42:43.312858",40.86395,-80.369724,23.14,7.05,9.43,7.79,423.5,3.746,0.144,4.11
1667,"STN_011","2020-03-15 16:29:33.269105",40.864378,-80.369105,13.15,7.58,7.35,4.75,387.1,0.503,0.142,13.72
1691,"STN_011","2022-06-02 19:54:31.056676",40.862275,-80.367341,9.15,7.64,8.01,2.41,383,2.699,0.044,13.49
1702,"STN_011","2021-03-01 00:22:53.773981",40.861958,-80.368721,11.21,7.52,8.71,2.03,445.2,1.107,0.058,5.97
1703,"STN_011","2022-09-22 07:55:38.004734",40.863296,-80.368015,21.77,7.6,8.45,5.65,331.9,3.036,0.113,13.74
1741,"STN_011","2021-04-16 02:59:19.732707",40.862341,-80.369374,18.48,7.84,6.35,5.63,405.7,2.305,0.107,0.15
1753,"STN_011","2022-04-14 09:18:33.246526",40.862171,-80.368998,21.12,7.48,6.72,3.46,400,0.687,0.086,19.1
1785,"STN_011","2020-09-19 00:35:49.867196",40.863413,-80.368121,15.81,7.99,4.29,7.68,430.8,3.871,0.13,12.79
1801,"STN_011","2020-10-05 03:04:03.130948",40.862025,-80.369862,17.47,6.93,6.8,6.78,340,2.039,0.148,16.67
1839,"STN_011","2021-06-15 06:57:04.860824",40.862495,-80.367102,18.71,7.41,10.45,5.89,299.8,2.935,0.11,11.41
1931,"STN_011","2020-03-30 17:12:27.651943",40.8623,-80.367537,17.78,7.43,8.95,4.97,414.2,1.892,0.142,11.89
1998,"STN_011","2020-04-28 15:59:48.528956",40.862552,-80.369159,11.34,7.76,6.65,0.84,305.8,1.046,0.175,3.23
2135,"STN_011","2020-05-18 15:32:38.830393",40.863792,-80.368293,4.44,7.03,8.02,6.16,455.3,1.402,0.002,20.43
2270,"STN_011","2022-02-07 15:57:48.001145",40.862696,-80.368438,13.09,8.21,7.23,4.96,445.6,0.754,0.117,15.14
2446,"STN_011","2021-08-09 19:56:30.536354",40.862245,-80.367363,13.69,7.7,8.31,6.44,442.1,2.507,0.129,25.03
2586,"STN_011","2020-11-03 04:44:29.600393",40.862276,-80.367667,19.34,8.07,10.8,7.5,339.2,0.959,0.152,9.64
2658,"STN_011","2021-12-27 14:49:20.696869",40.863383,-80.367365,12.91,7.19,8.97,0.51,396.5,2.058,0.047,5.74
2659,"STN_011","2020-01-01 19:53:19.15268",40.86487,-80.368412,14.42,7.31,9.34,8.77,327.4,3.708,0.059,15.84
2743,"STN_011","2022-11-07 22:22:01.633434",40.860941,-80.368105,13.79,7.46,7.39,6.24,330.2,1.287,0.136,4.04
2798,"STN_011","2020-06-01 18:52:07.24377",40.864063,-80.366968,15.54,7.54,10.65,7.35,399.3,1.055,0.113,15.28
2829,"STN_011","2020-04-28 03:41:01.689122",40.863971,-80.369912,13.65,7.75,10.29,6.93,353.3,1.415,0.03,11.16
2928,"STN_011","2021-11-28 04:24:48.623697",40.862179,-80.368273,14.96,7.54,8.73,6.38,433.2,2.555,0.039,6.7
2982,"STN_011","2022-01-06 04:43:33.488567",40.862654,-80.367381,20.65,8.36,9.35,5.99,445,2.051,0.106,12.18
2985,"STN_011","2021-12-16 17:18:54.916368",40.861551,-80.367455,19.07,7.61,9.76,1.91,363.2,0.729,0.095,7.24
3246,"STN_011","2020-11-09 09:53:07.988059",40.863582,-80.368313,10.92,7.74,7.89,3.69,372.9,2.089,0.138,9.91
3269,"STN_011","2022-10-08 06:28:47.057721",40.862242,-80.370565,15.8,7.33,10,5.82,446,3.59,0.101,20.06
3542,"STN_011","2022-01-04 11:37:57.081567",40.863324,-80.367885,0.51,7.38,6.89,6.02,338.7,3.599,0.162,6.52
3591,"STN_011","2022-01-06 23:20:54.042859",40.86317,-80.366781,10.94,7.29,7.47,6.9,473.2,1.823,0.132,12.2
3627,"STN_011","2022-08-17 08:42:10.784818",40.862183,-80.368835,12.32,7.67,8.05,4.75,373.9,1.562,0.13,11.56
3658,"STN_011","2020-04-12 01:39:49.373428",40.862587,-80.368911,15.79,7.64,8.48,10.22,394.4,1.348,0.099,12.5
3733,"STN_011","2020-12-27 06:51:51.773908",40.864342,-80.367068,14.7,7.44,8.05,5.97,347.2,2.235,0.109,2.73
3759,"STN_011","2021-11-21 16:19:35.29496",40.864146,-80.368634,13.6,7,8.27,1.95,355.1,2.426,0.093,3.18
3861,"STN_011","2021-09-14 20:51:02.274371",40.865437,-80.367885,8.12,7.69,7.46,8.65,386.1,1.928,0.13,12.35
3897,"STN_011","2022-02-16 09:03:02.183623",40.863354,-80.369517,12.04,7.41,9.17,5.68,367.5,1.801,0.087,11.45
