"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
37,"STN_015","2021-09-12 17:16:25.754936",38.431041,-80.894409,14.3,7.25,8.23,5.5,453.9,1.573,0.165,16.8
194,"STN_015","2022-12-12 12:14:03.094924",38.429683,-80.894149,9.4,7.49,7.15,6.15,450.1,0.708,0.042,10.81
313,"STN_015","2021-07-13 18:03:39.904339",38.429233,-80.89373,16.6,7.44,8.42,3.07,460.3,2.355,0.056,13.98
349,"STN_015","2020-07-24 21:20:51.592608",38.431642,-80.894057,17.11,7.8,6.47,8.77,360.2,0.952,0.053,7
446,"STN_015","2021-06-30 22:10:17.001468",38.43163,-80.893206,12.83,7.97,8.98,6.26,334.8,1.208,0.084,3.9
506,"STN_015","2021-10-16 01:08:22.738278",38.430766,-80.895237,17.65,8.1,7.73,7.24,409.4,1.913,0.098,2.05
532,"STN_015","2022-08-27 17:46:07.497455",38.431538,-80.891831,17.26,7.63,9.27,6.36,355.4,2.7,0.102,14.42
637,"STN_015","2021-10-21 07:39:05.70396",38.4293,-80.893139,21.79,7.29,10.04,11.84,318.6,1.431,0.134,11.97
642,"STN_015","2021-01-09 00:18:38.048271",38.430448,-80.892575,10.82,6.82,8.72,7.71,388.9,1.885,0.099,2.32
662,"STN_015","2020-08-21 22:39:46.439627",38.430187,-80.892224,9.6,7.49,11.08,6.49,333.8,0.95,0.091,12.86
690,"STN_015","2020-09-03 07:09:56.474321",38.430727,-80.892119,18.27,7.01,10.12,2.32,431,0.827,0.009,15.85
693,"STN_015","2021-06-15 13:40:32.02735",38.429477,-80.894032,12.76,7.16,9.2,3.21,371.4,1.135,0.022,13.61
746,"STN_015","2021-09-06 15:44:15.41541",38.42945,-80.894438,9.05,7.66,7.27,8.94,433.1,0.725,0.18,4.61
792,"STN_015","2021-08-06 04:06:18.940096",38.431095,-80.893229,12.35,7.24,6.73,8.21,429.4,1.751,0.062,4.93
822,"STN_015","2020-09-25 15:11:27.524173",38.430799,-80.892285,11.13,7.33,8.01,0.73,435,2.787,0.134,8.49
959,"STN_015","2020-08-21 01:32:43.211366",38.429489,-80.894397,26.21,7.69,9.51,1.34,489.2,3.351,0.04,13.3
961,"STN_015","2021-01-02 05:57:32.247412",38.430171,-80.893605,20.7,7.77,8.61,8.94,478.8,1.619,0.093,11.7
1061,"STN_015","2021-03-11 22:33:54.247673",38.431494,-80.892346,13.51,7.43,9.13,5.6,446.4,3.231,0.216,14.41
1176,"STN_015","2020-09-24 02:44:03.333513",38.432183,-80.893083,15.19,7.41,8.99,7.54,350.5,1.25,0.06,6.64
1262,"STN_015","2020-01-17 00:43:50.783236",38.431424,-80.891668,10.54,7.79,4.9,3.08,392.7,3.249,0.069,6.2
1285,"STN_015","2021-04-06 00:26:47.107235",38.431207,-80.89363,20.56,7.53,6.56,7.32,434.6,0.855,0.147,3.52
1307,"STN_015","2020-03-31 10:24:39.401417",38.431236,-80.893432,17.09,7.15,8.14,3.06,392.6,0.884,0.205,13.54
1350,"STN_015","2020-11-21 22:52:48.2721",38.4308,-80.893345,17.65,6.94,8.29,3.09,379.1,2.235,0.058,4.84
1385,"STN_015","2020-07-01 00:21:53.83019",38.429548,-80.890991,19.96,7.83,6,3.74,482.5,2.327,0.185,6.36
1406,"STN_015","2021-11-14 04:50:33.970153",38.429683,-80.896746,15.77,7.34,6.57,8.47,412.4,3.022,0.184,12.02
1419,"STN_015","2021-07-18 03:40:45.324777",38.432606,-80.893698,18.7,7.47,8.11,4.19,329.4,3.53,0.097,15.25
1486,"STN_015","2022-04-20 02:31:09.406752",38.429732,-80.894836,9.64,7.73,8,7.09,450.7,0.985,0.084,6.94
1490,"STN_015","2021-10-24 11:08:38.273605",38.431643,-80.893498,17.65,7.27,5.54,5.93,295.8,1.311,0.146,11.28
1511,"STN_015","2022-04-28 14:06:36.489253",38.430097,-80.895197,12.3,7.21,7.78,6.3,370.8,1.84,0.072,6.62
1545,"STN_015","2020-07-27 19:34:08.891006",38.429174,-80.893954,13.18,7.47,7.36,0.01,421.1,1.033,0.141,10.86
1576,"STN_015","2022-03-09 06:41:20.48731",38.430615,-80.892701,18.48,7.42,8.65,6.79,466.8,1.273,0.106,10.89
1604,"STN_015","2021-12-09 19:56:16.975434",38.429035,-80.893661,14.11,7.57,8.29,4.31,464.7,2.916,0.123,5.93
1675,"STN_015","2020-04-15 02:30:27.78507",38.429592,-80.893785,11.15,7.31,5.95,1.58,350.6,2.233,0.115,21.08
1722,"STN_015","2020-10-26 06:52:56.158029",38.429975,-80.892322,21.19,7.31,8.08,7.68,421.5,2.477,0.109,6.63
1754,"STN_015","2021-05-05 09:50:29.464538",38.431698,-80.894307,21.87,7.61,9.05,1.79,487.5,1.303,0.091,9.68
1812,"STN_015","2022-08-22 15:19:12.251465",38.43119,-80.893442,17.84,7.87,9.86,6.1,354.3,3.295,0.053,21.69
1819,"STN_015","2022-02-20 09:42:56.208276",38.43081,-80.89351,12.15,7.24,9.54,4.72,437.4,2.101,0.085,6.6
1885,"STN_015","2020-12-22 09:41:33.738697",38.430018,-80.894018,15.45,6.95,9.77,2.89,433.1,1.081,0.014,6.44
2192,"STN_015","2020-02-01 06:08:43.562238",38.432316,-80.892279,13.08,7.67,8.99,5.2,402,2.657,0.019,13.46
2208,"STN_015","2020-01-28 18:07:34.94545",38.43015,-80.892797,15.03,7.63,6.74,0.28,361.4,1.646,0.126,9.47
2222,"STN_015","2022-08-10 12:35:45.6501",38.42996,-80.893698,15.98,7.38,8.91,5.83,339.6,2.227,0.062,19.17
2228,"STN_015","2020-01-09 03:44:34.473524",38.429373,-80.894782,17.01,7.23,10.01,5.63,519.6,1.33,0.169,4.17
2237,"STN_015","2021-08-03 02:24:17.826103",38.431487,-80.893251,17.23,7.62,6.24,2.01,372,3.015,0.15,4.07
2305,"STN_015","2021-11-06 05:49:41.995426",38.430321,-80.894225,18.53,7.23,6.55,0.33,397.2,2.622,0.173,10.4
2366,"STN_015","2022-12-28 19:15:39.043696",38.431979,-80.894642,25.4,7.22,7.77,8.01,456.9,2.604,0.126,5.79
2386,"STN_015","2021-02-11 08:00:39.536351",38.431087,-80.893465,19.82,7.03,7.83,4.9,372,2,0.022,13.43
2527,"STN_015","2021-11-20 23:06:34.401817",38.430804,-80.892208,10.64,7.21,7.85,6.69,393.3,3.039,0.116,12.97
2584,"STN_015","2020-10-01 18:46:36.793199",38.430587,-80.892799,14.64,7.33,6.01,4.18,393.7,1.791,0.121,13.25
2662,"STN_015","2021-06-28 09:25:23.86691",38.43059,-80.894166,8.68,7.83,7.36,3.08,368.3,2.1,0.189,9.18
2734,"STN_015","2020-06-26 21:56:44.634903",38.428357,-80.894542,21.58,7.31,8.92,10.61,415,1.906,0.031,13.31
2895,"STN_015","2020-05-22 06:08:55.865913",38.429733,-80.894579,17.1,7.56,6.86,7.36,415.3,3.625,0.123,16.55
2977,"STN_015","2022-07-29 04:29:33.271459",38.430218,-80.892112,5.8,7.23,8.65,5.88,489,3.541,0.14,10.44
3083,"STN_015","2021-09-27 15:59:44.699627",38.431344,-80.893731,10.28,7.36,9.32,7.23,317.6,3.217,0.056,1.57
3128,"STN_015","2020-11-20 20:55:18.69026",38.430908,-80.894314,14.63,7.68,7.11,9.99,339,2.932,0.123,9.6
3142,"STN_015","2020-05-08 22:43:59.406572",38.429112,-80.892968,1.43,7.88,9.49,3.16,334.7,3.306,0.109,14.19
3160,"STN_015","2022-07-02 11:03:50.610189",38.43042,-80.892215,22.9,7.94,8.48,5.66,368.9,1.281,0.102,4.04
3173,"STN_015","2022-09-21 16:50:34.515633",38.431373,-80.891639,15.73,7.25,5.68,4.97,464.7,0.269,0.046,11.33
3245,"STN_015","2022-05-06 23:30:14.833421",38.429074,-80.893844,8.03,7.42,7.6,10.21,361.8,0.796,0.127,3.28
3255,"STN_015","2022-08-28 17:23:25.229627",38.430411,-80.893772,17.48,8.03,8.16,9.09,440.4,0.965,0.086,3.35
3452,"STN_015","2022-05-14 18:53:20.077271",38.429345,-80.89363,14.06,7.53,9.46,1.3,434.3,2.848,0.125,5.99
3480,"STN_015","2022-09-05 15:58:10.642543",38.431482,-80.893799,20.43,7.37,7.69,0.78,387.6,0.303,0.071,14.49
3563,"STN_015","2021-11-30 03:15:08.677711",38.431543,-80.892625,9.66,7.07,8.86,4.35,417.4,2.749,0.132,5.78
3659,"STN_015","2021-02-18 04:31:45.457243",38.429114,-80.891808,25.58,6.97,6.85,2.42,454,0.943,0.147,8.62
3750,"STN_015","2022-09-12 07:21:55.594661",38.429301,-80.893329,2.93,7.5,7.75,4.25,507.3,0.877,0.102,20.49
3806,"STN_015","2020-09-30 18:49:00.756228",38.429896,-80.892443,18.07,7.5,10.01,7.58,451.7,1.704,0.172,4.91
3857,"STN_015","2020-12-24 10:31:05.374922",38.429983,-80.892245,11.43,7.73,6.98,4.39,425.2,2.149,0.095,6.41
3991,"STN_015","2020-01-08 12:54:10.327874",38.429194,-80.892638,13.38,7.31,6.71,3.93,402.1,2.867,0.112,14.35
4055,"STN_015","2022-11-26 10:31:24.36462",38.431233,-80.894447,11.25,7.72,8.66,10.43,344.8,1.612,0.078,6.26
4084,"STN_015","2022-11-03 21:02:09.922027",38.430422,-80.893594,20.28,6.92,7.19,5.41,345.2,1.466,0.183,9.31
4093,"STN_015","2020-04-14 01:54:41.644347",38.432601,-80.893072,13.75,7.69,5.54,5.94,361.7,1.717,0.145,8.25
4100,"STN_015","2020-10-10 20:19:43.838754",38.430036,-80.892858,3.6,7.07,10.01,5.54,342,0.151,0.08,8.59
4187,"STN_015","2021-07-21 14:15:36.498615",38.430557,-80.890021,17.5,7.74,8.95,8.53,357.2,1.188,0.105,14.37
4217,"STN_015","2021-11-03 09:39:00.805891",38.431173,-80.896283,17.49,8.23,6.52,3.25,448.5,2.44,0.124,8.27
