"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
171,"STN_047","2022-04-22 13:04:19.662328",44.146907,-91.973778,21.08,7.83,8.98,7.84,333.8,2.536,0.164,14.06
187,"STN_047","2020-06-08 19:39:15.638366",44.146995,-91.974842,12.7,7.06,8.65,7.81,383.3,2.489,0.053,8.48
209,"STN_047","2020-04-22 21:04:06.830767",44.146228,-91.973091,10.17,7.26,8.94,6.57,321.5,1.639,0.083,13.06
341,"STN_047","2020-03-26 08:05:37.37525",44.14723,-91.97482,18.73,7.91,7.87,8.02,385.3,1.098,0.084,6.2
424,"STN_047","2020-12-07 21:47:46.317686",44.148975,-91.974838,10.99,7.03,6.99,7.07,423.3,3.512,0.055,4.57
428,"STN_047","2022-05-20 21:19:07.928314",44.14635,-91.975531,23.22,7.66,7.85,8.04,398.8,2.157,0.092,14.65
496,"STN_047","2021-12-15 01:20:16.285101",44.147368,-91.975159,10.26,7.55,11.34,6.2,440.4,2.139,0.146,6.53
538,"STN_047","2020-05-08 05:41:31.786096",44.148407,-91.971798,15.75,7.61,8,7.36,378.8,0.718,0.071,6.68
608,"STN_047","2021-08-20 11:09:28.443017",44.147609,-91.973694,19.77,6.95,9.09,9.56,449.5,2.002,0.121,11.29
631,"STN_047","2022-12-25 01:07:42.367947",44.147422,-91.974721,21.25,7.24,10.85,7.69,405.3,2.248,0.081,4.29
702,"STN_047","2021-03-04 13:57:28.117152",44.147924,-91.97507,15.84,7.36,7.1,3.77,417.1,2.897,0.085,10.71
881,"STN_047","2020-06-11 21:49:26.801128",44.148226,-91.975959,25.38,7.87,5.64,9.16,486.5,3.584,0.048,9.52
916,"STN_047","2020-12-10 14:56:19.307896",44.146427,-91.975024,5.86,7.49,7.92,4.17,478.8,1.63,0.113,13.91
1105,"STN_047","2020-05-15 10:03:05.314592",44.147425,-91.974828,23.03,7.62,7.15,6.03,330.1,0.731,0.104,17.03
1155,"STN_047","2022-07-10 13:26:17.32408",44.147408,-91.973861,18.33,7.59,6.43,7.46,428.9,2.099,0.076,11.7
1161,"STN_047","2021-03-16 19:03:13.601592",44.145676,-91.972653,26.29,7.65,10.7,2.36,318.6,3.509,0.015,6.06
1207,"STN_047","2020-03-09 05:04:25.755321",44.146202,-91.974387,17.21,7.43,6.76,6.79,429.5,1.691,0.136,15.31
1250,"STN_047","2020-03-11 09:53:45.604693",44.14742,-91.973407,11.65,7.3,7.56,6.52,374,0.862,0.003,3.82
1270,"STN_047","2021-12-23 23:49:05.036081",44.149466,-91.975172,15.42,7.67,8.81,5.72,325.8,1.695,0.092,12.88
1286,"STN_047","2021-02-23 09:51:40.326173",44.145824,-91.975039,26.17,7.59,9.87,1.59,388.1,2.714,0.033,3.07
1379,"STN_047","2022-08-31 19:17:11.051928",44.146679,-91.975307,12.98,7.3,9.3,0.65,449.6,2.318,0.09,16.15
1626,"STN_047","2020-11-19 00:21:02.91725",44.145921,-91.972813,12.87,7.15,5.54,1.32,373.5,3.05,0.215,9.53
1639,"STN_047","2021-01-09 05:46:07.497515",44.148119,-91.973989,22.51,7.52,6.58,7.71,546.9,0.019,0.113,8.88
1696,"STN_047","2020-04-10 05:11:24.214387",44.149137,-91.974188,22.36,7.34,7.99,5.26,451.9,0.969,0.015,12.23
1735,"STN_047","2022-08-27 20:48:18.472262",44.148032,-91.973175,10.01,7.54,9.53,2.79,340.8,1.835,0.108,2.87
1745,"STN_047","2020-11-27 00:45:54.61811",44.14912,-91.974227,21.43,7.63,11.04,5.84,427.5,0.919,0.043,7.06
1807,"STN_047","2020-10-10 20:11:09.339131",44.147416,-91.973282,17,7.96,6.06,7.6,329,3.52,0.115,9.45
1810,"STN_047","2020-07-09 03:23:22.544957",44.147545,-91.971725,9.83,7.7,7.41,10.13,427.3,2.487,0.117,11.27
1827,"STN_047","2021-10-06 22:06:53.727515",44.146549,-91.971798,17.9,7.93,8.27,6.28,470.6,2.934,0.014,6.67
1862,"STN_047","2020-07-26 09:25:49.740176",44.14772,-91.973913,10.88,6.89,10,10.99,447.3,2.074,0.122,0.55
1870,"STN_047","2022-11-05 22:29:48.071499",44.148767,-91.973318,22.37,7.34,8.17,8.81,412.9,2.669,0.25,9.51
1898,"STN_047","2022-04-06 12:59:31.144299",44.145683,-91.974411,12.11,6.91,7.19,2.46,306.4,1.369,0.065,9.94
