"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
28,"STN_031","2021-12-27 08:07:21.134273",35.904876,-99.743434,16.65,7.37,6.55,6.28,400.3,1.347,0.086,7.04
104,"STN_031","2022-03-05 02:21:22.565658",35.905924,-99.745023,25.6,7.41,5.83,0.01,410.6,0.638,0.078,16.77
159,"STN_031","2020-06-13 07:13:53.560683",35.906022,-99.744346,8.04,7.55,8.13,4.87,506.5,2.39,0.066,3.37
182,"STN_031","2022-08-16 18:35:02.134142",35.9062,-99.745197,10.14,7.76,7.15,4.07,327.3,1.724,0.126,1.89
185,"STN_031","2021-05-06 04:27:30.546395",35.905564,-99.744057,12.72,7.15,4.73,3.8,373.6,1.353,0.052,13.42
189,"STN_031","2020-09-22 23:40:25.009471",35.906889,-99.744469,9.68,7.79,6.46,6.95,435,1.427,0.108,9.52
268,"STN_031","2021-05-12 01:51:13.899789",35.90502,-99.744164,4.71,7.63,8.68,9.32,344.9,2.243,0.092,2.02
322,"STN_031","2022-07-27 02:08:23.535906",35.906377,-99.744753,18.7,7.12,6,3.61,291,1.401,0.125,8.16
387,"STN_031","2021-05-21 17:51:28.802853",35.907188,-99.743326,6.82,7.91,7.32,8.21,422.9,1.065,0.104,9.93
392,"STN_031","2021-07-27 09:15:56.075502",35.907318,-99.743108,12.62,7.48,9.85,2.94,398.8,2.106,0.121,14.81
555,"STN_031","2020-03-05 01:44:42.569645",35.905617,-99.7446,9.63,7.51,7.21,0.27,417.9,2.985,0.119,6.01
565,"STN_031","2021-09-03 22:09:50.643936",35.905015,-99.743823,21.66,7.34,9.05,2.65,377,0.06,0.027,16.73
649,"STN_031","2020-09-11 18:48:41.21085",35.905685,-99.743661,14.17,7.65,8.11,4.97,339.7,0.41,0.076,9.43
686,"STN_031","2022-08-04 19:00:00.008275",35.907831,-99.743749,15.34,7.1,8.53,5.53,402.1,2.821,0.124,12.44
691,"STN_031","2022-11-25 07:42:22.586517",35.905736,-99.745334,17.89,7.73,9.1,6.22,527.2,0.373,0.104,10.11
695,"STN_031","2022-04-24 22:58:50.385223",35.905696,-99.744547,13.33,7.52,7.21,7.92,326.9,0.938,0.141,5.7
726,"STN_031","2022-03-07 12:24:51.622084",35.905877,-99.743717,13.76,7.3,9.73,3.09,415.3,1.593,0.08,11.97
739,"STN_031","2021-05-23 23:00:34.003671",35.905825,-99.743103,6.8,7.67,8.8,7.1,412.7,0.984,0.104,6.6
741,"STN_031","2022-01-04 05:01:02.667889",35.906637,-99.744946,4.55,8.02,8.88,3.2,389.7,1.557,0.143,9.35
815,"STN_031","2020-10-01 17:59:19.390665",35.90754,-99.743287,17.63,7.18,8.21,4.11,386.4,2.65,0.145,10.08
887,"STN_031","2022-07-01 11:20:10.213827",35.907482,-99.743036,8.17,7.41,10,3.48,444.9,2.343,0.064,13.11
935,"STN_031","2022-05-28 20:28:40.04174",35.905933,-99.743793,16.25,7.36,6.77,1.66,447.4,1.483,0.132,7.62
949,"STN_031","2022-01-27 00:43:28.935014",35.906069,-99.742389,18.01,7.56,6.13,5.85,431.3,2.375,0.107,12.31
1076,"STN_031","2020-07-23 21:25:28.448398",35.90587,-99.743813,22.77,7.94,7.42,1.68,396,1.258,0.086,8.52
1186,"STN_031","2022-01-12 04:17:04.648543",35.907133,-99.745051,18.99,7.29,9.14,5.35,377.7,0.391,0.038,8.17
1266,"STN_031","2022-04-25 16:47:55.339953",35.907512,-99.742363,20.61,6.94,8.67,5.02,410.3,1.788,0.103,12.48
1328,"STN_031","2021-09-18 17:33:23.533845",35.903546,-99.743274,13.42,7.58,7.78,5.72,231.4,2.419,0.069,8.11
1467,"STN_031","2021-04-13 06:30:15.61916",35.907045,-99.742691,11.5,7.37,5.05,1.56,446.8,1.243,0.061,2.87
1596,"STN_031","2022-03-18 02:02:20.822042",35.90758,-99.743332,18.24,7.41,7.77,0.95,438.3,2.446,0.054,6.82
1663,"STN_031","2022-10-13 02:53:55.010167",35.906913,-99.743597,11.45,7.71,8,5.42,395.4,0.527,0.053,13.81
1664,"STN_031","2022-12-17 01:38:43.53846",35.906122,-99.744259,26.67,7.52,8.57,5.56,338.5,0.941,0.08,11.38
1693,"STN_031","2020-11-03 14:33:04.161108",35.906716,-99.742582,7.27,7.54,9.33,7.63,329.2,1.473,0.185,1.55
1747,"STN_031","2021-03-03 17:11:16.169068",35.906041,-99.7431,9.07,7.76,11.26,2.84,463.1,2.296,0.199,12.95
1787,"STN_031","2021-06-17 18:04:17.299047",35.906771,-99.744142,15.91,7.25,8.96,4.5,382.1,3.328,0.217,10.01
1796,"STN_031","2020-06-23 00:16:43.317551",35.907042,-99.742863,17.24,7.76,5.79,1.85,345.9,1.656,0.082,6.49
1800,"STN_031","2020-04-20 12:39:04.442363",35.90739,-99.744368,20.98,7.4,6.92,7.39,286.2,2.069,0.268,6.74
1818,"STN_031","2020-07-14 07:47:16.480397",35.909383,-99.744061,13.53,7.13,8.52,3.99,381.2,0.619,0.112,9.59
1820,"STN_031","2021-02-07 00:05:08.415386",35.907254,-99.744051,17.52,7.46,5.74,0.67,386.9,2.299,0.233,6.26
1942,"STN_031","2021-06-06 01:24:40.06635",35.907143,-99.745388,14.58,7.46,6.79,0.98,354,3.503,0.125,6.3
1950,"STN_031","2021-08-30 05:17:34.758605",35.906818,-99.744143,19.14,7.73,7.87,2.53,367.2,2.905,0.079,12.27
2019,"STN_031","2022-12-04 00:19:29.804096",35.905738,-99.743493,18.22,7.27,5.82,0.22,399.9,2.027,0.078,8.41
2020,"STN_031","2020-06-27 23:00:19.061085",35.905443,-99.745188,9.63,7.14,7.14,1.08,353.9,1.055,0.102,6.13
2034,"STN_031","2022-11-27 02:36:57.766741",35.905184,-99.74502,5.13,7.13,8.75,1.98,343.2,3.14,0.081,12.49
2040,"STN_031","2022-06-28 09:18:04.143788",35.907008,-99.744964,23,7.58,9.46,7.25,257.1,0.954,0.059,15.15
2146,"STN_031","2022-04-14 05:36:04.716033",35.906166,-99.744306,21.34,7.34,5.83,5.24,332.5,1.376,0.002,7.67
2184,"STN_031","2021-08-04 21:01:12.661746",35.907405,-99.741625,15.12,7.54,6.82,6.6,405.7,1.633,0.111,12.98
2246,"STN_031","2021-11-09 09:11:41.830955",35.906177,-99.744814,9.25,7.55,7.05,1.66,351.5,0.434,0.085,4.2
2356,"STN_031","2020-02-28 01:41:03.11652",35.904277,-99.74426,8.95,7.67,6.6,6.87,338.3,1.353,0.065,7.01
2379,"STN_031","2020-06-26 04:07:08.995668",35.907652,-99.745231,6.63,7.64,8.68,6.98,445.8,2.907,0.07,10.07
2444,"STN_031","2021-09-24 18:29:09.259995",35.905193,-99.744649,17.09,7.6,9.8,9.65,502.2,2.065,0.106,11.73
2450,"STN_031","2020-06-24 01:26:05.03153",35.906387,-99.744576,17.68,7.65,8.57,5.63,494.6,1.433,0.093,13.24
2505,"STN_031","2020-11-04 05:49:33.745159",35.904566,-99.743137,13.67,7.41,8.22,1.77,425.3,2.124,0.117,8.58
2532,"STN_031","2022-02-28 06:44:57.15258",35.905427,-99.743498,3.41,7.68,8.69,8.45,340.5,1.813,0.011,8.65
2544,"STN_031","2020-10-22 13:37:26.06479",35.906666,-99.743714,13.81,7.51,8.68,7.14,354.4,2.286,0.117,4.5
2627,"STN_031","2021-07-13 19:55:04.302301",35.905776,-99.743345,11.84,7.38,7.33,0.83,358.9,0.434,0.117,0.5
