"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
121,"STN_001","2021-12-13 19:18:22.46174",44.339127,-104.84723,12.36,7.6,7.46,5.13,413.5,2.749,0.048,12.02
129,"STN_001","2020-06-04 18:22:08.231138",44.339603,-104.846658,20.97,7.66,10.4,2.48,449,0.598,0.098,11.5
149,"STN_001","2020-07-28 09:12:55.201488",44.339832,-104.846449,17.18,7.14,7.18,5.33,451.1,3.254,0.134,9.99
177,"STN_001","2021-06-10 05:28:34.102464",44.339971,-104.84677,16.13,7.12,7.84,6.15,354.9,0.65,0.202,12.49
212,"STN_001","2020-01-17 04:16:54.040393",44.339727,-104.848134,14.38,7.53,8.59,5.8,386.9,1.056,0.015,13.73
252,"STN_001","2022-05-14 00:44:41.379663",44.340121,-104.848009,15.79,7.58,8.08,5.78,446.4,4.054,0.09,13.61
296,"STN_001","2022-12-25 00:19:37.628012",44.340498,-104.846714,8.85,7.93,7.5,7.15,405.2,2.37,0.08,9.66
315,"STN_001","2020-08-31 15:59:10.436123",44.34009,-104.84616,16.37,7.41,8.18,7.21,381.3,2.864,0.128,4.02
431,"STN_001","2021-08-08 07:53:36.162103",44.341878,-104.846759,20.32,7.33,9.23,7.93,473.1,1.471,0.06,5.6
529,"STN_001","2021-06-08 00:23:42.307634",44.340717,-104.848513,12.86,7.71,8.66,5.42,351.6,1.74,0.044,11.33
543,"STN_001","2022-10-15 17:23:32.608827",44.338739,-104.84841,4.63,7.27,9.1,4.66,371.8,2.011,0.046,8.34
552,"STN_001","2021-07-20 20:48:23.950768",44.339568,-104.84759,20.76,7.14,10.1,7.83,502.3,1.784,0.021,11.63
589,"STN_001","2021-01-19 19:36:23.171287",44.340494,-104.847459,6.35,7.24,7.22,8.85,436,4.279,0.122,14.29
700,"STN_001","2020-07-08 19:51:26.584311",44.339814,-104.847237,10.46,7.6,11.07,5.04,412.6,0.846,0.083,4.84
708,"STN_001","2021-10-10 21:00:40.464134",44.340282,-104.845904,19.87,7.28,7.83,5.44,423.9,1.755,0.114,11.96
730,"STN_001","2021-12-26 19:09:59.145258",44.34039,-104.846583,16.27,7.57,9.46,12.1,399.6,2.707,0.167,11.98
733,"STN_001","2020-01-24 04:31:14.661715",44.339063,-104.848079,15.79,7.73,6.53,2.27,339,2.392,0.094,13.16
736,"STN_001","2020-04-13 15:21:36.276151",44.340829,-104.846834,12.08,7.03,8.92,4.96,363.9,3.003,0.069,7.18
781,"STN_001","2022-12-18 20:02:30.885918",44.340511,-104.847012,17.95,7.83,9.35,0.57,315.7,0.912,0.172,8.78
787,"STN_001","2020-07-09 01:46:47.777354",44.338151,-104.846379,15.76,7.56,7.53,1.75,461.8,0.265,0.042,9.92
798,"STN_001","2021-10-17 23:50:28.35985",44.339553,-104.848486,15.74,7.4,5.49,5.98,423.1,1.634,0.139,5.33
807,"STN_001","2022-03-12 01:32:28.991809",44.340539,-104.847443,5.49,7.25,7.64,4.46,440.5,1.794,0.053,12.28
814,"STN_001","2022-02-04 12:46:16.393953",44.338886,-104.845012,12.44,7.42,9.69,7.41,431.7,2.59,0.144,8.13
838,"STN_001","2021-01-05 09:02:02.972457",44.339037,-104.847592,19.62,7.59,7.22,4.8,478.2,1.779,0.083,12.49
871,"STN_001","2022-08-13 07:23:30.685274",44.339896,-104.846545,20.39,7.71,8.18,2.56,380.6,2.541,0.103,16.53
893,"STN_001","2020-09-23 12:02:48.072635",44.340525,-104.847528,13.7,7.61,9.54,2.95,402,1.611,0.075,14.94
912,"STN_001","2020-06-24 21:55:25.161928",44.338964,-104.846164,8.28,7.54,7.23,7.47,340,2.741,0.103,10.59
932,"STN_001","2021-12-11 17:54:04.763806",44.339776,-104.848156,21.8,8.08,7.92,5.49,368.5,0.767,0.07,20.26
