"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
60,"STN_006","2021-11-17 01:47:39.938186",41.418283,-112.121343,20.57,7.45,8.65,5.52,395.3,0.831,0.078,11.62
68,"STN_006","2020-11-22 20:53:27.095473",41.419558,-112.122263,15.53,7.29,9.4,1.01,432.6,2.441,0.177,15.48
84,"STN_006","2020-07-24 12:46:39.986261",41.41928,-112.123721,21.02,7.85,5.8,4.69,496.7,2.009,0.156,9.29
119,"STN_006","2022-12-16 15:41:37.561991",41.421377,-112.122269,10,7.85,7.17,2.42,363.3,2.802,0.049,12.94
206,"STN_006","2020-10-14 17:46:36.588566",41.420192,-112.122584,13.91,7.29,8.15,8.46,420.3,2.942,0.089,8.75
223,"STN_006","2022-02-05 21:09:58.239664",41.419389,-112.122197,17.56,7.04,6.79,5.94,369,2.75,0.146,4.87
233,"STN_006","2022-02-10 07:03:50.014933",41.418989,-112.120446,10.03,7.12,9.61,5.07,498.5,2.334,0.044,11.57
294,"STN_006","2021-07-27 06:10:33.195882",41.419072,-112.122234,11.62,7.76,9.13,5.58,337.7,0.503,0.108,12.25
350,"STN_006","2021-12-10 22:50:16.170752",41.418599,-112.119612,3.48,7.73,8.52,6.43,365.8,1.022,0.113,16.32
463,"STN_006","2020-03-06 23:01:46.963907",41.420633,-112.125569,-2.47,7.92,6.05,8.4,378.6,0.367,0.149,1.01
657,"STN_006","2020-06-25 04:40:45.176062",41.418718,-112.120275,18.98,7.74,7.76,8.21,380.5,2.238,0.058,13.49
713,"STN_006","2020-04-26 19:37:45.395303",41.420319,-112.124316,20.61,7.56,10.42,5.22,440.1,3.703,0.061,9.19
789,"STN_006","2022-01-25 15:30:26.684419",41.419412,-112.122303,13.83,7.89,9.69,6.2,471.9,0.233,0.122,7.5
