"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
42,"STN_032","2020-11-10 01:59:00.135703",39.597435,-82.774369,12.97,7.89,8.86,4.11,451.7,2.819,0.049,7.47
76,"STN_032","2020-11-09 20:54:43.097736",39.597471,-82.774091,18.49,8.11,6.89,5.84,427.3,4.42,0.052,10.07
99,"STN_032","2021-08-29 07:25:09.376431",39.594794,-82.774284,12.09,6.96,5.84,7.02,448.7,1.685,0.083,4.72
132,"STN_032","2022-06-01 17:10:33.326109",39.59683,-82.773259,12.1,7.64,7.38,6.7,345.9,0.256,0.05,9.07
221,"STN_032","2020-02-09 10:56:45.139131",39.596592,-82.77424,9.35,7.54,7.79,3.45,381.3,0.754,0.117,11.85
290,"STN_032","2021-07-06 20:09:31.308904",39.595056,-82.773038,22.77,7.57,7.69,5.76,391.1,2.591,0.117,10.83
362,"STN_032","2022-01-19 14:46:52.430162",39.595665,-82.775702,7.42,7.8,8.31,9.63,350.4,0.455,0.061,17.39
508,"STN_032","2022-03-19 01:11:34.144522",39.596401,-82.774159,15.65,7.34,4.77,5.02,464,1.701,0.015,7.88
551,"STN_032","2022-07-30 19:38:07.420531",39.594685,-82.77256,7.78,7.3,6,3.99,376.8,3.47,0.104,12.42
554,"STN_032","2021-05-03 11:45:27.269047",39.597108,-82.77396,11.1,8,11.21,3.54,404.3,2.562,0.042,5.48
692,"STN_032","2021-06-04 15:03:45.411471",39.597087,-82.774455,24.16,7.91,5.35,5.54,455.1,1.465,0.072,2.81
699,"STN_032","2021-05-16 00:08:45.296668",39.596933,-82.77535,17.75,7.78,8.94,9.78,438.7,1.422,0.137,13.36
783,"STN_032","2021-08-11 22:22:09.912266",39.596885,-82.7748,15.06,7.17,4.99,6.23,421.1,2.808,0.088,12.89
797,"STN_032","2021-08-01 22:22:43.121702",39.596221,-82.774283,18.87,7.77,8.56,2.89,366.9,0.146,0.123,1.33
1023,"STN_032","2020-06-22 05:10:27.161327",39.597495,-82.774746,19.15,7.26,7.81,8.47,350.2,2.299,0.142,8.96
1040,"STN_032","2020-10-21 23:24:49.334422",39.597092,-82.773382,21.13,7.58,9.43,0.98,428.1,1.235,0.096,12.2
1106,"STN_032","2020-03-06 05:36:24.862655",39.597975,-82.77385,12.88,7.06,8.46,4.96,349.4,1.045,0.03,0.69
1249,"STN_032","2021-06-11 11:56:07.591886",39.597353,-82.774159,22.49,7.63,6.95,6.68,338,2.562,0.051,20.78
1323,"STN_032","2022-02-04 15:51:17.488236",39.597346,-82.774647,6.7,7.43,9.54,4.19,334.3,2.532,0.077,16.36
1531,"STN_032","2022-02-16 01:24:27.082112",39.597168,-82.774407,10.04,7.25,4.57,4.81,431.2,3.223,0.165,11.32
