"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
45,"STN_028","2020-12-13 16:45:53.662641",37.713436,-98.270475,1.52,7.6,7.48,6.62,337,0.919,0.077,8.97
50,"STN_028","2021-05-03 07:37:01.428352",37.715222,-98.269427,18.19,7.16,11.77,4.69,240.4,3.091,0.137,7.57
79,"STN_028","2021-12-08 01:08:39.901874",37.715145,-98.269795,8.04,7.6,7.34,6.65,384.7,2.885,0.054,11.9
175,"STN_028","2021-09-08 04:11:10.793914",37.714579,-98.271114,12.41,7.55,6.76,6.2,451.6,2.658,0.137,13.54
263,"STN_028","2022-08-06 18:45:12.247509",37.714907,-98.270639,16.02,7.64,9.45,8.15,448.1,1.892,0.077,20.07
270,"STN_028","2020-04-27 12:52:02.592196",37.713744,-98.271773,20.08,8.01,3.83,4.38,399.7,1.133,0.036,8.57
347,"STN_028","2022-09-04 03:56:47.749088",37.716001,-98.27218,14.03,7.04,7.53,4.73,345.6,1.738,0.028,6.57
466,"STN_028","2022-01-03 10:17:30.837698",37.715362,-98.270106,17.8,7.48,8.21,1.3,367.4,0.375,0.01,11.85
502,"STN_028","2021-11-28 17:00:43.163147",37.715051,-98.271132,18.5,8.09,8.02,3.91,367.1,1.933,0.064,17.92
576,"STN_028","2020-02-07 15:26:28.850123",37.712668,-98.271103,10.3,7.09,7.6,10.23,408.9,1.987,0.125,11.55
613,"STN_028","2022-09-15 18:09:30.466831",37.713549,-98.270326,11.74,7.88,7.34,4.44,407.7,2.038,0.121,16.86
620,"STN_028","2022-08-24 00:46:11.992991",37.714736,-98.270919,17.98,7.18,4.53,0.14,386.6,0.743,0.128,19.13
743,"STN_028","2020-10-16 11:31:20.216993",37.716158,-98.270102,12.12,7.8,6.99,8.76,382.9,2.231,0.093,6.34
833,"STN_028","2020-10-29 16:13:34.73049",37.717015,-98.269396,12.67,6.86,8.69,6.47,417,2.906,0.092,22.16
859,"STN_028","2020-01-05 11:13:50.144535",37.715253,-98.270148,11.72,7.53,8.88,7.07,537.7,3.39,0.062,13.01
891,"STN_028","2021-05-02 22:03:21.696519",37.71346,-98.273018,17.95,7.68,6.4,2.38,379.2,1.778,0.159,4.98
908,"STN_028","2022-03-07 07:32:54.448541",37.713889,-98.270786,10.13,7.07,6.41,6.37,403.2,0.315,0.054,1.23
989,"STN_028","2021-08-01 14:00:01.02459",37.712621,-98.269153,10.82,7.64,6.75,6.53,321.8,3.369,0.075,9.71
1094,"STN_028","2021-08-02 18:58:18.757305",37.714745,-98.269098,20.85,7.5,4.8,3.95,303.1,1.909,0.106,13.16
1096,"STN_028","2022-01-05 12:46:12.778704",37.714753,-98.271795,14.89,7.58,9.2,8.58,423.4,0.622,0.09,8.61
1114,"STN_028","2021-01-30 14:16:05.063176",37.713592,-98.271662,10.98,7.29,8.86,10.81,357.8,0.717,0.087,7.89
1151,"STN_028","2021-04-25 02:23:49.460134",37.715219,-98.2722,26.14,7.3,7.4,5.62,418.9,2.618,0.077,12.34
1304,"STN_028","2020-07-15 13:32:59.083016",37.713921,-98.271034,12.21,7.28,7.98,1.71,405.3,0.589,0.101,5.26
1357,"STN_028","2020-03-07 21:15:15.366992",37.716192,-98.269588,13,7.92,8.89,5.15,388.4,2.283,0.055,11.9
1368,"STN_028","2022-03-20 14:19:43.755834",37.715499,-98.27151,19.21,7.68,6.42,5.03,447.5,3.914,0.078,7.64
1377,"STN_028","2021-11-30 14:12:55.228579",37.714284,-98.271246,21.65,7.61,7.87,3.72,438.3,2.134,0.114,9.3
1430,"STN_028","2022-01-06 03:47:57.115897",37.713261,-98.269864,16.91,7.34,8.36,11.02,422.1,1.41,0.169,12.09
1492,"STN_028","2020-05-30 06:26:34.239009",37.715369,-98.271506,25.94,7.76,8.33,4.89,383.2,2.883,0.039,7.26
1520,"STN_028","2020-07-27 10:13:16.315844",37.716849,-98.271695,8.9,7.54,8.21,8.63,428.6,1.917,0.168,8.4
1565,"STN_028","2020-08-20 20:21:39.587191",37.714772,-98.270509,19.81,7.71,10.83,3.37,515.4,2.724,0.035,17
1586,"STN_028","2021-02-10 20:09:08.733509",37.714377,-98.270465,11.53,7.42,8.11,9.23,350.6,3.137,0.147,17.98
1630,"STN_028","2022-08-17 14:23:14.30961",37.715729,-98.27187,7.92,7.55,7.69,1.85,384.4,4.279,0.11,16.55
1683,"STN_028","2020-06-18 08:46:53.342629",37.713487,-98.271421,17.09,7.55,7.35,11.01,442.1,1.889,0.102,2.1
1707,"STN_028","2020-12-01 13:01:23.886516",37.714898,-98.271029,8.13,7.26,7.88,2.48,417.4,2.039,0.025,15.86
1748,"STN_028","2020-04-27 04:46:01.849641",37.714571,-98.26959,13.35,6.86,6.99,2.42,404,2.132,0.091,14.4
1868,"STN_028","2022-10-21 15:02:38.171462",37.714616,-98.272501,16.89,7.49,7.15,5.24,358.2,1.186,0.084,8.71
1871,"STN_028","2021-10-05 01:56:21.00623",37.714883,-98.27219,20.41,7.81,9.52,8.36,390.5,2.09,0.044,10.6
1952,"STN_028","2022-12-03 02:36:17.16153",37.715502,-98.271773,15.37,7.2,8.59,2.91,448.3,3.113,0.08,4.09
2075,"STN_028","2020-10-23 23:59:30.965818",37.714675,-98.271966,10.27,7.44,5.55,8.49,450.8,1.141,0.088,12.96
2202,"STN_028","2022-10-31 13:12:31.93582",37.715392,-98.271513,23.16,7.54,7.06,13.51,408.1,2.925,0.084,9.38
2292,"STN_028","2022-04-29 23:05:04.638977",37.714499,-98.271912,19.43,7.6,7.58,10.39,431.2,1.198,0.142,2.74
2359,"STN_028","2020-12-03 15:03:48.824609",37.715578,-98.271774,17.86,7.38,5.16,7.27,412.9,1.848,0.024,15.63
2429,"STN_028","2020-05-05 15:28:55.807423",37.714301,-98.272152,10.2,7.28,8.52,0.42,430.4,1.176,0.062,6.48
2472,"STN_028","2020-12-17 23:09:43.137828",37.713982,-98.271945,13.98,7.26,7.63,6.1,381.7,1.792,0.037,0.27
2485,"STN_028","2022-11-13 12:20:46.516071",37.713219,-98.271659,20.49,8.05,10.62,8.85,378.3,2.035,0.122,7.19
2576,"STN_028","2021-07-07 13:56:10.815117",37.713936,-98.271854,8.29,7.73,5.15,0.25,453.8,2.483,0.051,8.26
2611,"STN_028","2020-12-02 18:22:50.109587",37.71614,-98.27105,16.82,7.45,6.81,2.31,368.5,2.304,0.034,12.6
2643,"STN_028","2021-08-13 22:46:54.616605",37.715312,-98.270596,12.92,7.14,8.81,9.08,344.7,0.594,0.106,6.17
