"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
44,"STN_046","2021-11-18 12:32:19.230781",41.282362,-101.581203,15.36,7.55,7.01,0.09,420.3,1.469,0.068,3.83
46,"STN_046","2021-01-01 23:19:28.556801",41.283567,-101.581374,14.22,7.1,7.68,4.81,367.7,2.967,0.156,17.85
64,"STN_046","2022-04-29 22:01:03.679122",41.282581,-101.581779,10.88,7.2,6.37,6.73,432.3,1.81,0.045,12.16
94,"STN_046","2021-01-11 03:18:02.88785",41.284441,-101.580765,12.73,7.91,10.17,6.92,456,3.244,0.164,8.68
111,"STN_046","2020-03-12 23:18:14.036284",41.282577,-101.582505,18.84,7.05,11.43,0.14,419.4,1.519,0.128,10.99
124,"STN_046","2021-06-23 19:30:45.5493",41.282864,-101.584243,16.63,8.12,10.46,6.55,370.3,1.558,0.075,5.43
157,"STN_046","2020-09-09 09:20:38.350495",41.282758,-101.581744,7.81,7.52,10.1,0.96,364.3,3.114,0.108,14.54
235,"STN_046","2022-08-18 12:52:56.797032",41.283062,-101.581731,17.66,7.72,8.41,8.62,413,2.783,0.078,6.14
246,"STN_046","2021-12-20 10:01:28.116889",41.282224,-101.581662,8.04,7.91,7.58,5.96,409.8,2.176,0.119,8.85
297,"STN_046","2021-08-29 07:04:09.990081",41.281968,-101.581193,13.43,7.63,8.83,3.68,357.5,3.013,0.083,4.93
400,"STN_046","2021-04-17 15:07:46.063515",41.281739,-101.582024,18.22,7.36,7.06,2.15,317.7,2.866,0.042,7.69
412,"STN_046","2021-01-27 06:39:29.234464",41.281427,-101.582837,11.05,7.36,8.4,0.1,468.7,2.248,0.089,9.58
427,"STN_046","2022-10-26 02:52:33.038413",41.282687,-101.583019,10.3,7.68,8.55,4.8,442.1,0.439,0.096,20
434,"STN_046","2022-01-15 22:21:01.465303",41.282074,-101.582403,7.3,7.33,6.32,10.8,391.1,2.191,0.158,5.96
524,"STN_046","2020-12-20 06:12:34.198122",41.281871,-101.582774,22.58,7.32,8.39,4.78,400.4,2.01,0.035,15.43
526,"STN_046","2021-10-14 10:51:43.297719",41.282823,-101.582739,20.58,7.32,7.07,0.6,441.1,2.628,0.124,11.27
629,"STN_046","2021-11-22 05:36:59.993202",41.283847,-101.581935,22.47,7.09,7.76,1.45,375.1,0.535,0.129,15.2
633,"STN_046","2022-01-05 20:34:23.484516",41.282376,-101.584512,19.12,7.69,7.01,3.43,367.2,1.886,0.111,9.5
648,"STN_046","2022-01-06 21:36:04.049819",41.281209,-101.581837,13.54,7.39,9.02,0.16,374.4,2.345,0.174,12.26
698,"STN_046","2021-07-11 08:41:20.498971",41.283374,-101.581294,21.68,7.7,7.95,2.46,468.3,3.502,0.055,12.28
892,"STN_046","2020-01-26 03:12:59.907719",41.283002,-101.582367,23.07,8.07,8.26,0.1,365.1,1.205,0.105,18.78
924,"STN_046","2020-03-20 03:58:41.834126",41.282146,-101.581313,14.92,8.16,7.49,5.14,403.2,2.371,0.117,10.34
966,"STN_046","2022-10-29 06:36:51.912243",41.281936,-101.581975,8.35,7.37,8.73,0.46,427.2,1.472,0.092,3.16
970,"STN_046","2022-05-13 05:28:38.935731",41.283563,-101.582266,14.25,7.78,7.02,6.43,367.2,2.235,0.072,23.58
1062,"STN_046","2021-05-17 11:12:58.508364",41.283243,-101.582386,18.6,7.43,8.57,2.32,484.6,1.297,0.016,15.73
1123,"STN_046","2020-06-18 23:03:05.547388",41.283159,-101.583138,23.48,7.02,6.66,3.8,356.3,3.196,0.111,7.94
1131,"STN_046","2020-02-14 07:56:17.169699",41.282495,-101.58171,5.39,7.6,6.12,5.39,343.5,2.133,0.166,5.95
1147,"STN_046","2022-01-12 00:04:47.033004",41.283726,-101.581836,9.1,7.59,8.65,6.5,391.2,3.205,0.087,9.94
1179,"STN_046","2020-07-18 14:54:49.557829",41.283195,-101.582007,7.3,7.01,5.45,2.85,314.4,3.43,0.119,14.19
1271,"STN_046","2022-06-29 04:19:57.267944",41.283875,-101.582596,20.82,7.09,7.5,2.15,382.1,2.414,0.122,1.78
1358,"STN_046","2021-02-07 19:53:22.066706",41.282294,-101.581839,14.75,7.74,7.92,5.04,327.9,1.421,0.103,5.56
1369,"STN_046","2021-10-06 23:04:09.577014",41.281875,-101.582404,10.71,7.7,8.08,4.84,479.5,1.456,0.051,17.35
1408,"STN_046","2020-07-22 08:31:31.196676",41.2819,-101.583202,14.04,7.11,8.52,0.28,415.3,3.333,0.188,9.58
1434,"STN_046","2021-03-14 00:48:02.968913",41.281622,-101.58249,16.14,7.53,7.77,7.31,349,1.417,0.104,8.17
