"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
36,"STN_041","2022-08-02 00:07:22.401966",42.01052,-119.515805,16.87,7.82,10.88,2.97,437,0.908,0.063,20.84
144,"STN_041","2020-06-15 22:09:47.501427",42.009696,-119.516702,9.41,8.11,8.39,0.9,391.9,1.944,0.043,9.88
161,"STN_041","2022-03-16 07:38:51.052642",42.01135,-119.51568,1.55,7.21,8.86,5.58,397.2,3.404,0.058,17.24
202,"STN_041","2020-12-16 03:03:06.288529",42.012459,-119.516215,13.48,7.31,6.24,1.38,433.2,1.8,0.146,12.98
310,"STN_041","2021-12-16 02:05:41.400354",42.009687,-119.514438,10.27,7.67,9.07,7.11,380.9,2.312,0.081,13.57
331,"STN_041","2022-12-28 20:13:11.413926",42.00988,-119.517259,20.11,7.73,7.44,6.38,376.9,1.921,0.129,11.41
336,"STN_041","2021-12-14 08:45:42.765382",42.010963,-119.517348,13.68,7.13,6.46,8.23,379.1,0.695,0.084,5.04
438,"STN_041","2022-05-27 09:05:17.22946",42.011251,-119.514809,20.75,6.94,6.83,6.65,525.4,3.786,0.062,17.87
454,"STN_041","2021-03-20 14:17:14.680098",42.011537,-119.516677,13.46,8.03,8.15,0.9,447.8,0.326,0.166,11.42
494,"STN_041","2021-02-23 19:35:12.337232",42.010889,-119.518284,16.82,6.97,8.16,3.36,437.5,2.374,0.141,5.33
704,"STN_041","2021-03-11 20:49:36.41499",42.011647,-119.515081,18.8,7.96,4.74,8.13,279,2.433,0.083,8.78
824,"STN_041","2020-10-11 13:33:17.57511",42.013172,-119.516748,9.04,7.92,7.05,0.94,478.2,2.233,0.035,9.46
829,"STN_041","2021-06-23 12:40:51.75361",42.009836,-119.515769,17.22,8.17,7.28,0.56,361.8,3.02,0.123,5.79
848,"STN_041","2022-05-26 08:32:58.412899",42.010021,-119.51519,10.43,7.62,8.01,3.14,322.8,2.9,0.137,14.7
896,"STN_041","2020-11-07 20:05:12.298561",42.00976,-119.514939,18.65,7.42,8,2.04,457.8,2.474,0.094,6.41
927,"STN_041","2020-12-04 04:08:58.30626",42.012607,-119.516959,26.92,8.11,7.72,4.26,444.6,3.332,0.125,3.76
1001,"STN_041","2022-04-17 16:33:05.346148",42.009983,-119.515785,14.85,7.49,10.47,6.72,400,2.222,0.062,16.51
1073,"STN_041","2020-07-01 21:44:00.478114",42.009968,-119.518323,16.36,7.34,8.21,5.83,462.7,3.645,0.126,17.71
1088,"STN_041","2022-11-16 03:04:07.485944",42.012442,-119.516367,10.29,7.35,8.22,3.03,362.3,0.625,0.112,8.92
