"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
74,"STN_017","2022-09-13 00:37:08.058907",39.526195,-96.448714,8.67,7.65,6.37,2.36,392,1.455,0.116,4.73
102,"STN_017","2022-07-25 07:14:12.431895",39.5271,-96.445914,18.1,7.48,6.01,5.83,379.2,1.418,0.066,11.41
165,"STN_017","2022-04-10 04:52:33.212475",39.528037,-96.446244,10.41,7.71,9.25,3.76,386.8,1.876,0.101,12.82
227,"STN_017","2021-12-15 16:55:10.51132",39.527222,-96.447197,15.79,7.06,9.23,0.23,459.1,3.128,0.069,1.3
231,"STN_017","2021-07-03 23:25:58.29301",39.526162,-96.4467,16.43,7.44,7.47,1.17,460.1,2.016,0.206,9.73
255,"STN_017","2021-05-15 08:31:05.620834",39.526626,-96.446259,21.25,7.39,8.79,1.78,402.6,3.734,0.152,2.95
404,"STN_017","2021-10-09 00:01:35.5785",39.527688,-96.44752,12.54,8.01,10.44,7.74,425.2,2.187,0.079,10.24
442,"STN_017","2020-05-22 04:01:29.653011",39.52648,-96.446595,8.3,7.34,10.91,6.62,471.6,1.18,0.065,2.03
470,"STN_017","2020-02-13 14:31:12.338118",39.52897,-96.448679,19.79,6.92,9.63,15.27,442.9,2.759,0.112,10.96
673,"STN_017","2020-02-12 04:40:41.726151",39.528372,-96.445724,12.86,7.13,8.01,0.07,351.9,2.687,0.039,6.53
681,"STN_017","2021-07-30 08:38:33.029672",39.526495,-96.4462,9.39,7.23,8.36,8.19,410.7,0.783,0.065,11.11
728,"STN_017","2022-06-01 23:10:01.20671",39.527218,-96.446015,12.64,7.77,10.58,5.93,433.4,2.395,0.047,21.46
735,"STN_017","2022-01-29 09:06:07.835361",39.528598,-96.448135,8.71,7.93,7.23,4.85,417.4,3.083,0.103,16.75
745,"STN_017","2020-04-30 22:23:26.530499",39.52851,-96.446591,6.63,7.29,9.19,6.94,441.9,0.757,0.076,7.57
841,"STN_017","2022-05-24 00:21:21.773595",39.527417,-96.448479,10.49,7.8,7.76,4.41,430.3,0.796,0.187,7.76
