"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
59,"STN_013","2022-03-02 11:42:51.303327",44.350847,-85.876787,14.74,7.65,6.75,2.09,361.5,1.89,0.152,8.42
66,"STN_013","2021-01-29 00:43:14.621634",44.350697,-85.876482,6.28,7.31,7.87,8.84,366,4.548,0.035,7.59
69,"STN_013","2021-02-23 03:45:39.979083",44.349684,-85.878742,18.49,7.82,7.76,7.49,374.1,2.295,0.082,10.5
123,"STN_013","2020-02-23 05:28:31.505174",44.352551,-85.875339,10.39,7.19,10.36,5.21,456.6,2.721,0.113,15.82
126,"STN_013","2021-12-08 01:25:34.517071",44.351105,-85.878356,11.03,7.14,6.58,10.4,381.2,2.053,0.132,9.49
134,"STN_013","2022-07-22 23:19:34.725205",44.348696,-85.877813,10.57,7.49,10.56,5.28,381.4,1.929,0.122,1.36
190,"STN_013","2022-05-26 10:24:40.8515",44.350802,-85.87795,15.7,7.85,9.56,4.33,431.2,1.812,0.068,11.16
257,"STN_013","2020-05-24 11:38:16.596046",44.351031,-85.877693,22.01,7.57,9.42,6.05,373.7,2.52,0.092,15.7
262,"STN_013","2021-09-27 10:42:59.558898",44.350095,-85.878727,16.56,7.7,9.81,1.35,380.1,1.424,0.017,8.97
351,"STN_013","2020-11-07 10:36:22.428463",44.352029,-85.874647,12,7.38,11.14,1.62,363.9,0.19,0.015,9.36
389,"STN_013","2020-09-07 04:49:18.978968",44.3509,-85.875518,9.9,7.44,10.57,4.15,479.9,2.957,0.033,8.27
417,"STN_013","2020-12-09 12:29:12.778242",44.350725,-85.876208,12.5,7.54,4.28,0.62,389.3,3.55,0.162,6.91
512,"STN_013","2021-05-30 23:02:27.689697",44.351838,-85.878024,13.19,7.63,6.55,0.21,453.7,0.293,0.115,9.87
516,"STN_013","2020-02-06 19:19:59.279581",44.350643,-85.878918,19.34,7.26,12.02,8.23,452.6,2.774,0.047,8.22
573,"STN_013","2020-06-01 19:52:57.774663",44.351789,-85.876073,15.59,7.79,6.75,8.74,386,1.951,0.115,10.56
583,"STN_013","2020-04-01 14:48:26.60191",44.351123,-85.878053,6.65,7.95,7.3,0.2,379.2,2.206,0.184,10.77
595,"STN_013","2022-04-18 22:30:01.620128",44.350873,-85.87674,13.3,7.4,7.05,0.95,439.7,2.353,0.12,10.8
638,"STN_013","2020-01-28 13:19:43.996884",44.350749,-85.876429,13.78,6.52,8,1.98,440.1,3.067,0.108,5.01
645,"STN_013","2021-06-19 19:51:33.927341",44.351121,-85.877246,11.33,7.91,6.74,5.22,374,3.784,0.048,9.13
647,"STN_013","2020-11-13 07:28:43.145418",44.349853,-85.878028,14.91,7.55,7.78,11.59,410.7,2.548,0.148,10.83
722,"STN_013","2022-07-11 01:10:52.090857",44.349116,-85.880205,10.85,7.41,4.6,5.54,408.4,2.43,0.059,10.46
732,"STN_013","2022-05-12 18:08:03.631273",44.350653,-85.877332,11.28,7.81,10.38,6.76,364.7,2.053,0.073,8.61
791,"STN_013","2020-04-16 06:56:46.249378",44.349903,-85.877465,5.78,7.42,6.95,4.3,381.9,0.934,0.064,12.44
856,"STN_013","2022-12-25 10:08:37.079962",44.349833,-85.877272,19.47,7.67,8.67,7.36,369.4,2.873,0.075,6.72
863,"STN_013","2021-11-02 02:48:00.102617",44.352187,-85.879471,15.4,7.71,5.7,1.07,461.3,3.457,0.146,13.06
911,"STN_013","2020-04-22 17:16:03.788509",44.350609,-85.87761,13.09,7.48,11.13,1.64,343.3,2.235,0.076,6.96
947,"STN_013","2021-11-09 08:42:39.488565",44.349165,-85.879453,8.08,7.92,6.5,8.16,436,2.59,0.132,9.67
950,"STN_013","2022-06-11 00:54:11.460497",44.350801,-85.875518,14.82,7.19,5.63,12.26,516.6,2.484,0.092,9.81
963,"STN_013","2022-02-09 07:44:31.086504",44.350477,-85.877441,10.28,6.81,8.69,7.85,390.4,2.657,0.094,8.29
1000,"STN_013","2021-03-08 01:20:53.151467",44.352312,-85.878239,16.34,7.35,6.33,6.23,399.5,3.458,0.111,5.49
