"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
5,"STN_019","2020-05-10 07:24:42.475772",42.251075,-112.441992,20.97,7.03,8.23,7.13,377.3,2.949,0.114,16.31
163,"STN_019","2021-05-09 15:11:48.205091",42.2491,-112.440687,14.23,7.42,9.51,6.22,413.7,2.157,0.076,7.93
164,"STN_019","2022-08-13 20:43:10.016462",42.250223,-112.440936,13.46,7.32,7.44,2.3,497,3.089,0.118,8.87
178,"STN_019","2020-02-11 11:30:20.555437",42.247857,-112.441729,23.15,7.28,9.88,3.98,442,2.692,0.144,13.67
422,"STN_019","2021-04-17 07:55:23.383167",42.249135,-112.43867,21.95,8,8.59,4.92,394.9,1.492,0.111,13.73
426,"STN_019","2020-07-17 12:07:35.494894",42.24865,-112.442359,26.87,7.49,5.65,2.47,437,1.363,0.136,1.05
436,"STN_019","2021-04-17 23:31:53.782069",42.248939,-112.44149,16.95,7.37,8.89,7.85,405.8,1.006,0.099,6.29
444,"STN_019","2021-05-28 10:14:21.460834",42.24836,-112.44226,14.16,7.34,10.81,5.88,491.8,1.477,0.111,15.53
453,"STN_019","2020-08-17 01:34:07.913159",42.250181,-112.442199,17.94,6.96,7.14,0.44,492.8,2.521,0.105,9.35
513,"STN_019","2021-11-13 17:55:20.136923",42.249109,-112.440968,9.25,7.36,9.24,8.1,467.3,1.332,0.131,17.31
563,"STN_019","2021-03-17 22:57:04.844415",42.250157,-112.442234,13.27,7.73,10.95,10.11,439.6,1.284,0.081,14.88
564,"STN_019","2021-12-09 05:10:53.022482",42.249187,-112.442083,12.38,7.6,7.51,6.47,434.2,1.114,0.083,9.95
656,"STN_019","2022-09-15 03:04:14.972667",42.250433,-112.439028,12.91,7.43,8.25,4.36,345.2,2.038,0.026,12.95
712,"STN_019","2021-07-19 23:47:26.667715",42.248802,-112.440158,11.7,7.48,9.4,9.51,402.2,2.482,0.106,7.23
714,"STN_019","2021-04-06 00:04:37.298516",42.249698,-112.441178,13.01,7.56,7.5,4.07,430.5,1.997,0.142,10.67
737,"STN_019","2021-05-25 02:34:22.008604",42.249537,-112.440722,14.56,7.18,10.26,5.27,465.9,2.085,0.066,9.7
755,"STN_019","2020-06-03 19:36:01.394499",42.249613,-112.439763,8.54,7.02,8.8,0.23,410,2.762,0.06,10.21
942,"STN_019","2022-02-12 15:13:46.891049",42.249776,-112.441575,11.94,6.96,8.42,2.78,418,0.581,0.089,11.18
954,"STN_019","2022-01-18 08:13:28.569074",42.249168,-112.440257,16.34,7,8.94,1.66,411.8,2.475,0.146,11.55
955,"STN_019","2022-09-10 06:28:55.775196",42.249887,-112.439232,20.18,7.78,4.79,8.58,432.6,1.411,0.078,18.37
