"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
35,"STN_005","2022-11-21 09:35:04.659455",35.97005,-85.143832,17.39,7.49,8.11,10.54,470.5,2.144,0.065,16
115,"STN_005","2021-03-11 17:02:17.560181",35.9697,-85.144988,11.11,6.92,8.16,2.19,451.2,1.213,0.081,13.73
183,"STN_005","2022-02-28 08:20:02.091461",35.97191,-85.143714,25.94,7.06,7.22,0.13,413,1.375,0.045,7.29
222,"STN_005","2020-03-15 05:16:29.883741",35.9717,-85.14336,21.3,7.25,4.99,7.13,317.2,3.666,0.183,6.91
335,"STN_005","2021-10-26 07:26:24.983484",35.969886,-85.145219,15.27,7.88,9.16,0.71,338,1.213,0.144,11.73
411,"STN_005","2022-08-14 04:30:31.204136",35.969746,-85.145606,14.61,7.38,5.41,6.28,292.2,3.076,0.139,5.92
419,"STN_005","2021-09-30 11:58:07.214231",35.971192,-85.144371,13.32,7.13,7.23,3.46,388.9,4.008,0.162,9.5
482,"STN_005","2022-12-07 04:29:50.217434",35.970769,-85.145064,3.3,7.78,8.72,6.37,348.1,1.87,0.091,9.31
570,"STN_005","2022-07-14 23:50:32.106963",35.971004,-85.143201,14.76,7.62,7.12,10.37,399.3,2.371,0.073,6.65
586,"STN_005","2022-07-15 05:53:06.473577",35.969158,-85.145691,13.44,7.08,10.08,0.98,394.1,2.412,0.042,8.07
602,"STN_005","2020-03-30 05:02:54.388768",35.969195,-85.142539,22.69,7.46,6.54,5.23,472.4,0.989,0.07,4.52
701,"STN_005","2020-10-30 20:04:03.825647",35.971281,-85.144095,10.61,7.66,7.72,0.38,290,5.127,0.15,6.69
808,"STN_005","2022-04-11 23:25:42.837511",35.968975,-85.145716,11.02,7.21,6.99,7.9,400.1,1.742,0.142,22.17
876,"STN_005","2022-05-21 07:41:37.777024",35.970755,-85.14561,11.22,7.21,8.25,6.32,427.2,1.571,0.119,13.09
922,"STN_005","2022-11-26 06:20:18.449054",35.970712,-85.14518,14.82,7.23,8.62,3,441,1.635,0.185,9.24
1009,"STN_005","2021-06-03 06:04:34.880565",35.96852,-85.144656,12.01,7.8,7.32,5.6,482.8,1.602,0.071,15.65
