"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
62,"STN_010","2021-09-06 06:18:27.868101",35.431058,-107.660458,17.9,6.97,8.9,5.91,427.2,2.263,0.07,11.8
127,"STN_010","2020-08-01 13:27:24.977365",35.432341,-107.659503,24.52,6.98,10.04,1.47,429.8,2.319,0.132,4.45
181,"STN_010","2022-11-06 09:55:14.999903",35.433326,-107.65857,24.12,7.81,7.9,7.98,478.7,2.507,0.024,8.96
269,"STN_010","2022-03-19 10:12:09.097742",35.431409,-107.661297,14.38,7.04,7.9,1.3,423.7,4.039,0.021,11.67
275,"STN_010","2021-07-31 10:03:54.157578",35.431318,-107.660102,15.83,7.63,9.9,1.4,415.3,1.118,0.105,15.25
406,"STN_010","2021-02-16 09:10:29.726558",35.431832,-107.658826,8.06,7.15,9.01,4.08,383.9,3.42,0.102,4.19
443,"STN_010","2020-12-19 23:59:21.955065",35.431713,-107.661742,11.26,7.4,8.45,3.37,354.2,1.28,0.19,5.38
525,"STN_010","2020-06-02 00:27:53.372275",35.431966,-107.659696,16.71,7.28,8.19,9.88,417.3,0.583,0.053,10.63
593,"STN_010","2022-01-31 15:58:06.525024",35.433026,-107.659258,15.45,7.73,8.26,6.92,438.7,1.906,0.168,13.11
601,"STN_010","2021-11-17 07:46:16.009773",35.43215,-107.661899,8.04,7.27,4.89,3.76,361,1.386,0.113,16.56
667,"STN_010","2022-01-31 18:08:31.492237",35.431988,-107.660861,2.5,6.51,7.45,15.55,425.4,0.785,0.053,10.15
682,"STN_010","2021-05-22 08:12:41.795057",35.433558,-107.659761,8.47,7.2,8.55,3.83,330,1.715,0.155,4.76
778,"STN_010","2020-01-14 16:34:05.383521",35.431338,-107.659124,7.15,7.23,6.74,7.47,316.8,1.889,0.019,1.46
804,"STN_010","2022-07-04 19:55:55.35642",35.431245,-107.661214,13.16,7.34,8.69,2.6,381.5,1.334,0.101,1.95
831,"STN_010","2020-03-14 21:43:01.120641",35.431009,-107.660278,20.74,7.08,8.51,5.4,448.9,2.795,0.078,6.66
885,"STN_010","2020-02-07 05:00:24.804626",35.431254,-107.66031,12.75,7.71,8.46,2.27,400.5,0.498,0.016,0.91
905,"STN_010","2022-11-02 22:33:55.390978",35.432963,-107.659705,17.95,7.35,7.49,2.68,327.9,0.096,0.137,5.14
918,"STN_010","2022-11-08 10:13:18.228447",35.432475,-107.658471,19.68,7.58,7.15,7.47,422.7,3.573,0.01,13.71
921,"STN_010","2022-12-30 09:31:26.366855",35.432171,-107.660299,13.62,7.85,5.31,6.23,289.6,1.004,0.156,10.32
969,"STN_010","2022-11-15 22:10:48.413629",35.433638,-107.66014,12.91,7.28,9.11,7.71,386.9,1.42,0.054,10.92
998,"STN_010","2022-01-15 03:40:05.304455",35.431892,-107.658469,15.31,7.61,9.2,2.87,440.2,3.898,0.053,7.51
1056,"STN_010","2022-02-15 22:40:45.727719",35.432829,-107.658572,11.1,7.28,7.94,7.73,412.8,3.567,0.127,11.76
1092,"STN_010","2022-11-08 01:08:47.22702",35.433115,-107.660077,16.38,7.78,8.1,5.82,362.7,1.226,0.034,12.3
1103,"STN_010","2022-09-27 14:53:13.019307",35.430952,-107.659062,17.11,7.39,8.5,0.88,394.9,3.133,0.227,12.45
1109,"STN_010","2021-01-08 07:42:14.037901",35.430378,-107.661663,23.93,8,7.61,5.71,425.4,1.744,0.042,22.37
1277,"STN_010","2020-04-30 07:21:36.708423",35.430273,-107.65814,16.62,7.39,7.98,3.8,394.4,2.429,0.089,16.3
1378,"STN_010","2022-08-19 14:09:21.684032",35.432566,-107.660449,18.51,7.39,7.17,7.99,370.4,5.281,0.049,16.96
1380,"STN_010","2021-02-17 09:54:15.188761",35.432257,-107.659098,14.56,8.02,6.16,4.71,432.6,2.202,0.033,11.05
