"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
9,"STN_050","2021-05-16 07:09:51.199757",42.126944,-89.562591,6.81,7.57,7.72,2.14,436.1,2.162,0.174,11.39
265,"STN_050","2020-03-24 16:43:22.388144",42.125806,-89.561205,11.4,7.31,6.64,10.31,404.5,3.78,0.186,10.17
345,"STN_050","2020-03-11 09:20:38.248846",42.12705,-89.562687,14.93,7.35,7.49,5.78,384,2.684,0.087,16.85
355,"STN_050","2022-10-08 00:16:17.416123",42.125194,-89.56143,7.91,7.39,7.37,7.76,433.7,1.055,0.202,13.76
356,"STN_050","2020-09-08 09:35:02.793623",42.12741,-89.561181,12.23,7.46,8.75,10.12,386.2,2.877,0.197,13.9
367,"STN_050","2020-09-30 06:01:28.270956",42.126972,-89.56208,9.79,7.41,9.63,0.31,308.8,1.282,0.085,5.42
377,"STN_050","2020-12-25 11:32:17.634706",42.127309,-89.56126,15.82,7.24,8.11,13.83,530.9,1.027,0.001,11.06
429,"STN_050","2021-10-21 10:31:50.876767",42.126446,-89.563642,19.62,7.26,8.04,5.65,358.3,0.63,0.127,11.45
531,"STN_050","2022-07-20 14:44:51.754252",42.127648,-89.561185,17.48,7.56,7.14,5.6,374.1,1.652,0.068,23.88
558,"STN_050","2020-12-20 06:06:14.485637",42.126674,-89.561863,10.36,7.85,6.41,4.05,356.9,0.011,0.16,12.83
621,"STN_050","2022-06-13 16:48:51.013379",42.126855,-89.561175,9.65,7.57,8.53,6.55,436.7,2.988,0.079,12.66
650,"STN_050","2020-08-06 14:05:46.231227",42.128614,-89.560939,13.85,7.54,5.88,2.61,367.9,2.055,0.108,2.53
720,"STN_050","2020-07-16 22:18:08.774789",42.126218,-89.563403,22.98,7.53,9.24,7.25,407.3,1.666,0.083,7.14
820,"STN_050","2021-09-05 20:15:09.25002",42.129404,-89.561157,8.25,7.27,7.46,4.82,438.7,2.492,0.161,5.57
889,"STN_050","2020-01-19 22:39:57.121927",42.126641,-89.561417,21.16,8,7.5,7.5,437.8,2.284,0.071,8.92
978,"STN_050","2022-03-10 07:08:48.715224",42.130004,-89.560536,15.1,7.49,11.35,5.59,379.4,1.363,0.085,13.3
1022,"STN_050","2021-10-02 09:13:23.29858",42.127677,-89.560827,15.18,7.66,7.94,4.57,309.4,1.465,0.166,4.68
