"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
15,"STN_022","2022-01-26 17:30:12.661415",44.737818,-114.784786,10.42,7.52,7.17,7.18,310.8,2.168,0.112,5.44
47,"STN_022","2021-01-29 15:01:56.614354",44.736349,-114.784562,27.3,7.48,10.53,5.18,502.2,1.917,0.05,13.42
90,"STN_022","2021-06-09 13:45:08.989155",44.735145,-114.784216,14.94,7.12,7.51,1.91,442.5,2.618,0.154,12.29
107,"STN_022","2020-01-05 03:06:21.908188",44.736993,-114.784465,2.52,7.17,8.09,6.53,404.6,3.021,0.135,14.78
156,"STN_022","2022-01-13 12:59:22.855127",44.736462,-114.786292,12.03,7.4,5.25,5.98,516.8,2.329,0.172,16.95
309,"STN_022","2021-09-10 21:38:12.281129",44.735323,-114.784454,22.95,7.39,7.44,2.18,407.9,1.706,0.066,22.85
316,"STN_022","2020-09-19 16:22:37.98725",44.733482,-114.783968,7.94,7.85,10.46,8.99,381.1,2.401,0.12,16.56
324,"STN_022","2021-06-08 14:43:36.26466",44.737021,-114.784904,10.25,7.68,8.74,3.4,429,1.734,0.115,15.79
384,"STN_022","2022-02-12 21:10:18.594573",44.736778,-114.784306,21.54,7.73,7.49,1.25,337.8,0.14,0.034,12.11
399,"STN_022","2022-03-05 22:33:48.983992",44.736503,-114.783312,15.4,6.94,9.76,3.82,416.1,1.36,0.197,5.08
415,"STN_022","2020-01-09 02:10:15.79269",44.735154,-114.782878,21.24,7.32,8.36,1.55,379.5,0.782,0.053,8.22
547,"STN_022","2021-08-16 02:48:04.064937",44.73558,-114.783871,15.48,7.1,8.41,3.39,389.9,1.557,0.118,8.06
675,"STN_022","2022-09-04 23:55:53.793067",44.737664,-114.783246,12.7,7.28,7.93,0.18,318.3,2.192,0.105,18.31
679,"STN_022","2022-03-19 22:42:45.932518",44.736823,-114.784773,11.91,7.54,7.85,2.61,357.6,2.024,0.163,11.48
788,"STN_022","2020-08-20 05:36:07.924565",44.736072,-114.784489,18.94,7.2,7.25,5.05,456,2.761,0.054,5.47
830,"STN_022","2020-08-20 14:37:39.532879",44.737264,-114.784206,23.44,7.59,6.6,3.63,459.7,1.312,0.064,1.79
834,"STN_022","2020-10-02 17:45:17.878311",44.735699,-114.784413,20.86,7.51,6.11,7.23,428.5,1.063,0.107,12
879,"STN_022","2022-07-13 14:14:13.171729",44.735932,-114.783119,9.1,8,8.4,5.98,398.3,0.986,0.082,18.15
886,"STN_022","2022-04-10 18:00:06.953151",44.737322,-114.784453,11.87,8.21,6.99,0.98,422.1,1.347,0.149,5.13
1015,"STN_022","2021-05-24 17:11:14.514138",44.737073,-114.783354,19.94,7.51,7.19,1.88,421.9,0.867,0.115,3.79
1038,"STN_022","2021-04-18 22:31:45.575911",44.733655,-114.783906,10.76,7.66,9.83,11.63,403.3,1.796,0.074,3.14
1136,"STN_022","2020-06-10 14:25:42.708081",44.736484,-114.784959,12.26,7.44,7.56,5.74,323.7,1.213,0.136,8.37
1166,"STN_022","2020-10-29 16:04:21.330052",44.73457,-114.785368,21.68,7.52,5.86,4.84,441,2.794,0.046,19.73
