"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
8,"STN_027","2022-11-28 22:08:11.746142",37.595094,-113.856637,17.1,7.2,8.76,1.74,425.9,2.198,0.111,4.69
32,"STN_027","2022-11-05 11:36:21.689105",37.596785,-113.858095,13.51,8.16,7.3,6.57,376.1,0.667,0.071,7.78
49,"STN_027","2021-10-22 10:22:58.874805",37.597166,-113.857326,6.61,7.48,9.22,1.57,413,1.984,0.169,11.53
83,"STN_027","2021-02-02 12:06:12.153061",37.597531,-113.857694,12.81,6.99,9.67,10.01,347.8,1.347,0.131,13.21
85,"STN_027","2021-07-12 02:02:42.69718",37.597512,-113.859454,12.45,7.61,7.5,6.22,469.4,0.253,0.075,2.82
112,"STN_027","2022-10-04 02:23:01.539714",37.596461,-113.858077,5.3,7.66,6.74,3.01,362,2.343,0.079,12.12
114,"STN_027","2021-06-25 09:19:46.330479",37.597599,-113.856739,17.29,8.31,7.97,4.95,323.8,0.515,0.139,10.03
260,"STN_027","2021-03-03 19:24:01.254108",37.598258,-113.857488,14.91,7.26,6.22,3.49,304.3,0.713,0.122,10.73
332,"STN_027","2020-02-12 04:11:54.494723",37.59721,-113.857982,15.06,7.7,8.36,4.37,428.9,2.631,0.073,12.43
366,"STN_027","2020-01-29 21:45:59.441339",37.597088,-113.857793,17.88,7.4,7.93,8.68,424.9,2.494,0.124,8.18
393,"STN_027","2022-10-02 21:46:46.721067",37.594213,-113.858782,21,7.46,5.56,0.2,462.5,1.559,0.106,14.88
394,"STN_027","2020-10-16 04:09:05.389585",37.595638,-113.858949,13.09,7.33,10.51,4.45,321.5,2.518,0.088,7.65
457,"STN_027","2021-08-09 06:06:29.761515",37.595716,-113.857423,17.95,7.68,6.89,4.89,428.7,1.324,0.035,8.17
472,"STN_027","2022-02-24 07:43:17.945078",37.596971,-113.858666,8.16,7.14,6.63,1.31,454.4,0.166,0.016,0.7
542,"STN_027","2022-01-02 20:29:05.861073",37.59601,-113.857771,10.38,7.32,5.28,5.53,446,3.759,0.131,13.12
