"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
38,"STN_026","2021-05-17 22:37:41.822037",39.612777,-105.441711,13.6,7.61,5.91,8.34,478.6,3.527,0.047,16.14
101,"STN_026","2020-09-26 05:50:54.981773",39.613847,-105.442664,9.59,7.28,8.8,2.99,466.6,1.581,0.071,5.02
143,"STN_026","2021-10-13 14:56:29.513192",39.614899,-105.440897,11.07,7.73,6.68,1.5,365.5,3.064,0.09,8.87
174,"STN_026","2020-04-23 07:47:50.493932",39.612786,-105.441158,8.6,7.51,11.33,2.56,468.6,3.453,0.034,18.87
361,"STN_026","2022-10-27 13:31:59.626609",39.61456,-105.439454,5.21,7.13,7.05,1.94,346,1.995,0.054,15.73
371,"STN_026","2020-04-13 17:02:31.564671",39.611721,-105.440131,12.3,8.15,10.92,5.09,393.8,1.735,0.055,14.34
381,"STN_026","2022-10-06 22:48:30.92781",39.612891,-105.442071,12.24,8.01,8.61,7.41,296.4,1.605,0.114,12.91
403,"STN_026","2021-12-28 18:35:42.15728",39.614457,-105.44094,18.42,8,7.79,5.01,334.5,2.769,0.091,9.94
410,"STN_026","2021-11-24 06:41:56.636179",39.613032,-105.44211,19.83,7.18,9.96,3.71,428.5,2.195,0.054,6.65
439,"STN_026","2022-01-17 13:54:43.714825",39.61384,-105.440861,11.85,7.58,8.64,1,358.9,2.379,0.032,9.25
476,"STN_026","2022-10-14 03:34:44.581652",39.616279,-105.440629,0.41,7.65,9.12,3.17,369.1,1.948,0.031,12.07
477,"STN_026","2020-12-06 09:14:06.137213",39.613723,-105.441132,17.31,7.61,8.19,6.24,420.9,1.651,0.118,8.58
517,"STN_026","2022-11-19 10:56:24.203336",39.614248,-105.44207,7.29,7.45,7.02,6.64,364.7,2.733,0.103,4.45
550,"STN_026","2021-04-01 11:33:32.582257",39.613142,-105.441388,7.41,6.97,8.28,3.15,370.3,0.223,0.016,15.17
566,"STN_026","2021-05-14 17:19:46.978971",39.614055,-105.43968,6.99,7.66,7.36,7.15,324.5,1.423,0.082,7.92
581,"STN_026","2022-01-07 23:27:46.586166",39.615151,-105.441415,9.01,7.48,6.34,1.57,312.4,0.082,0.089,8.04
598,"STN_026","2020-08-09 16:41:55.607323",39.612654,-105.440477,7.57,7.2,6.67,0.18,421.6,2.172,0.061,9.09
636,"STN_026","2020-12-05 16:28:42.493681",39.612696,-105.440301,19.07,7.81,6.9,4.98,399,2.678,0.021,13.22
724,"STN_026","2020-08-09 13:50:50.065539",39.613475,-105.442404,9.72,7.94,9.99,4.63,488.1,2.417,0.156,12.56
738,"STN_026","2021-02-14 02:35:05.937354",39.612276,-105.441052,20.98,7.26,10.66,2.71,483.2,4.868,0.089,16.65
816,"STN_026","2021-12-06 15:53:05.660552",39.615206,-105.441302,12.01,7.47,8.45,1.78,419.1,1.715,0.124,11.58
823,"STN_026","2021-04-09 14:02:20.550569",39.614226,-105.44164,17.14,6.95,7.5,6.85,391.8,2.737,0.045,11.91
867,"STN_026","2022-05-01 22:05:50.56437",39.612791,-105.442679,13.33,7.48,7.25,1.13,403.9,0.387,0.062,8.45
869,"STN_026","2022-08-12 15:22:45.647008",39.612113,-105.442465,16.81,7.4,6.34,3.39,428.5,0.77,0.143,7.13
919,"STN_026","2022-07-09 19:52:25.304954",39.614491,-105.442202,9.45,7.81,7.38,11.48,401.1,4.391,0.084,2.49
1003,"STN_026","2020-08-14 15:14:58.034135",39.613822,-105.441191,18.23,7.31,8.14,10.9,350.4,2.507,0.072,9.34
1257,"STN_026","2021-04-24 17:30:45.104349",39.614265,-105.442206,18.61,7.56,7.59,6.55,364,2.589,0.149,14.45
1259,"STN_026","2022-09-13 01:28:55.454243",39.616012,-105.440755,23.54,7.58,9.5,2.76,321.9,2.542,0.103,6.57
1295,"STN_026","2020-10-07 20:40:08.238329",39.611834,-105.441781,14.63,7.11,6.84,4.33,402.7,1.596,0.183,12.95
1502,"STN_026","2022-05-14 05:44:39.174317",39.612848,-105.442457,12.67,7.24,5.49,6.64,412.7,3.756,0.133,8.57
1546,"STN_026","2021-05-04 16:23:44.275021",39.613027,-105.439487,14.09,6.76,9,7.06,394.1,2.472,0.143,13.3
1614,"STN_026","2021-04-10 10:35:08.820152",39.612503,-105.442044,9.75,7.35,8.44,4.94,422.7,2.336,0.094,9.86
1625,"STN_026","2021-06-20 18:20:44.078185",39.614079,-105.439213,16.25,7.51,10.66,3.37,435.5,3.002,0.146,1.41
1631,"STN_026","2021-11-22 19:45:39.001264",39.613142,-105.44241,16.97,7.69,9.33,0.91,420.6,3.444,0.172,7.72
1641,"STN_026","2021-11-29 16:41:53.925739",39.615426,-105.44023,17.81,7.58,6.71,4.92,338.1,0.472,0.09,11.86
1714,"STN_026","2020-10-01 03:27:34.447453",39.613477,-105.443461,18.79,7.14,8.04,2.14,478.4,1.977,0.11,9.42
1726,"STN_026","2020-12-19 19:10:27.368642",39.615917,-105.440454,14.65,7.59,7.78,9.46,349.3,2.476,0.055,6.49
1759,"STN_026","2022-02-01 03:46:34.410331",39.613653,-105.441629,11.95,6.99,7.34,10.24,401.6,2.226,0.052,8.15
1792,"STN_026","2020-11-22 09:31:29.892244",39.616444,-105.441477,21.79,7.98,9.91,3.44,442.3,2.679,0.019,19.41
1860,"STN_026","2021-12-06 09:22:47.281842",39.614338,-105.442742,4.19,7.21,6.86,6.71,355.4,2.139,0.067,3.83
1875,"STN_026","2021-08-28 10:05:15.400992",39.612901,-105.441473,19.13,7.59,10.31,7.89,323.7,3.144,0.109,1.66
2102,"STN_026","2020-08-06 17:57:08.733779",39.616011,-105.442294,15.3,7.06,6.54,6.17,506.5,3.011,0.094,6.18
2182,"STN_026","2021-04-15 00:23:12.842978",39.614615,-105.44179,16.77,7.89,8.33,3.47,414.1,2.928,0.128,9.42
2185,"STN_026","2022-02-19 20:41:16.209495",39.612035,-105.440849,15.18,7.71,10.97,0.12,374.9,2.686,0.08,6.88
2218,"STN_026","2021-09-21 04:34:19.629813",39.613516,-105.440885,14.75,7.86,9.72,6.09,381.3,3.782,0.152,2.85
2274,"STN_026","2021-11-14 04:54:18.938456",39.614149,-105.442164,22.31,7.82,6.87,0.07,337.6,1.456,0.131,14.2
2303,"STN_026","2021-08-04 12:15:47.582287",39.612453,-105.441895,27.05,7.51,8.11,5.07,420.1,3.386,0.169,6.06
2313,"STN_026","2022-05-19 09:15:13.771044",39.614855,-105.4413,19.53,7.49,9.99,8.46,364.1,1.877,0.078,11.37
2371,"STN_026","2022-04-20 14:40:12.425975",39.613978,-105.440818,19.75,7.32,8.07,9.24,466,0.387,0.11,2.68
2385,"STN_026","2022-11-10 05:43:29.539209",39.614129,-105.442762,3.05,8.4,5.37,6.5,358.7,1.495,0.194,12.86
2461,"STN_026","2021-04-02 18:20:02.653927",39.613458,-105.440168,14.76,7.72,9.11,4.75,408.3,1.181,0.079,11.23
2462,"STN_026","2020-08-15 05:25:29.603445",39.614725,-105.439438,19.23,7.18,10.51,6.03,347.1,3.018,0.091,10.29
2495,"STN_026","2020-06-09 05:35:07.888319",39.610568,-105.441889,17.29,7.09,8.43,1.49,354.1,0.61,0.108,21.43
2507,"STN_026","2021-06-17 08:33:01.121354",39.613624,-105.441212,4.22,7.53,7.69,3.13,392.7,0.031,0.037,4.68
2679,"STN_026","2020-12-19 22:51:52.261279",39.614086,-105.441495,10.98,7.66,8.78,5.97,349.5,0.442,0.184,11.97
2746,"STN_026","2022-04-28 04:35:54.300211",39.615035,-105.440859,13.82,7.69,8.72,0.15,358.1,1.653,0.165,9.63
2784,"STN_026","2022-09-06 07:40:45.466746",39.615268,-105.441377,13.57,7.95,11.28,4.35,426.3,2.232,0.104,14.56
2804,"STN_026","2021-12-31 02:43:36.449571",39.610963,-105.44159,5.21,7.59,7.75,4.56,441.2,1.128,0.129,4.21
2828,"STN_026","2020-04-18 07:27:01.45645",39.615093,-105.440009,11.56,7.09,6.03,0.92,383.8,1.758,0.098,8.07
