"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
40,"STN_043","2021-03-24 06:31:49.330279",37.987492,-85.349872,21.83,7.68,9.03,8.9,431.3,1.99,0.041,20.1
82,"STN_043","2022-01-14 08:20:17.34153",37.988176,-85.351161,17.83,7.55,10.6,12.47,384.1,3.747,0.159,15.73
217,"STN_043","2021-10-14 20:49:48.770847",37.989519,-85.352057,11.99,7.81,10.09,4.16,355.9,0.523,0.105,23.75
247,"STN_043","2022-03-23 21:33:15.896215",37.989234,-85.35123,13.75,7.57,7.74,5.53,361.1,1.978,0.139,3.55
284,"STN_043","2021-05-09 13:00:01.86777",37.990076,-85.352306,16.55,6.96,7.58,3.54,314.6,1.288,0.17,3.5
329,"STN_043","2022-02-18 08:05:28.026397",37.990088,-85.351735,12.16,8.04,8.8,8.45,424,3.427,0.073,10.65
379,"STN_043","2021-03-30 00:36:33.503713",37.98787,-85.351461,18.87,7.39,6.38,6,353.1,2.019,0.118,13.57
458,"STN_043","2022-06-10 01:17:06.217997",37.989793,-85.350478,12.01,7.49,6.93,5.14,421.3,0.754,0.112,11.97
507,"STN_043","2020-12-21 21:12:30.96195",37.990388,-85.35149,13.38,7.55,8.13,5.78,466.5,2.941,0.118,10.94
533,"STN_043","2021-10-18 17:52:43.379998",37.986614,-85.353398,16.38,7.91,7.37,2.69,279.2,3.596,0.059,7.41
597,"STN_043","2021-05-26 22:16:37.257804",37.989772,-85.351159,18.1,7.49,6.87,4.8,395,0.535,0.098,4.96
623,"STN_043","2021-03-28 02:58:42.675354",37.990623,-85.351465,20.68,6.84,6.24,6.22,451.6,1.271,0.152,12.16
705,"STN_043","2022-04-09 21:58:57.091798",37.990013,-85.349728,12.8,6.92,7.35,5.85,388.5,2.939,0.105,12.91
749,"STN_043","2022-08-12 07:37:35.457719",37.989619,-85.353925,14.25,7.53,7.97,9.67,388.7,0.023,0.105,6.99
767,"STN_043","2022-02-25 21:00:11.351679",37.988197,-85.351752,11.44,7.86,4.51,4.73,370.2,2.776,0.103,18.68
805,"STN_043","2022-11-15 18:08:12.217688",37.989589,-85.350965,12.01,7.56,7.95,7.01,470.3,2.451,0.159,8.86
852,"STN_043","2022-10-16 18:28:32.502258",37.991044,-85.351135,20.79,7.35,8.48,1.9,373.9,2.822,0.009,10.98
904,"STN_043","2021-06-08 19:08:09.647482",37.989638,-85.352529,17.81,7.73,7.2,6.2,375,1.018,0.026,4.85
906,"STN_043","2021-02-25 10:34:39.716186",37.990335,-85.349552,19.05,7.14,8.87,5.32,472.7,2.112,0.135,4.46
988,"STN_043","2022-09-30 04:49:22.688302",37.987229,-85.349657,15.79,7.21,7.59,2.12,328.9,1.335,0.058,14.84
994,"STN_043","2021-04-16 13:53:06.468642",37.988928,-85.350815,9.4,7.76,5.1,5.33,419.7,3.487,0.018,5.45
995,"STN_043","2021-11-02 10:54:19.040004",37.98958,-85.351484,19.66,6.7,7.97,4.55,416.3,0.275,0.094,10.45
1028,"STN_043","2021-07-09 07:51:14.609763",37.987175,-85.35011,11.9,7.2,10.24,4.6,446.7,4.017,0.201,14.68
1055,"STN_043","2020-10-03 18:49:04.375641",37.990346,-85.351364,16.81,7.24,8.92,7.11,370.9,0.974,0.082,16.22
1117,"STN_043","2020-12-17 06:31:05.992393",37.990653,-85.351737,13.16,7.4,9.1,3.71,318.4,2.57,0.088,8.04
