"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
17,"STN_021","2022-12-23 07:25:39.651442",43.398518,-93.329511,16.66,7.88,10.04,4.4,436,1.81,0.182,8.52
57,"STN_021","2021-09-29 21:59:44.473497",43.398265,-93.329769,7.09,7.63,8.4,6.88,454.1,0.907,0.12,20.21
88,"STN_021","2022-08-22 00:56:16.059761",43.397832,-93.329283,10.4,6.87,9.05,6.44,365.5,2.698,0.237,5.42
195,"STN_021","2022-06-19 02:55:22.553668",43.39913,-93.328127,16.78,7.51,9.39,8.7,345,0.845,0.048,13.21
203,"STN_021","2022-05-19 07:46:26.47405",43.399444,-93.331576,17.91,7.79,10.82,1.63,440.1,2.237,0.071,16.21
283,"STN_021","2020-10-03 05:06:20.188657",43.396939,-93.329211,16.22,7.55,7.32,5.3,401.7,0.299,0.151,20.43
365,"STN_021","2020-11-12 01:08:53.624209",43.398977,-93.329595,17.31,7.66,9.67,0.51,466.7,3.047,0.203,17.6
382,"STN_021","2021-12-02 00:09:58.505283",43.399167,-93.329202,8.58,7.34,6.88,6.78,441.9,3.483,0.057,8.01
493,"STN_021","2020-11-11 02:29:57.912571",43.395783,-93.328273,6.64,7.24,8.15,3.7,433.5,1.652,0.07,7.48
622,"STN_021","2022-04-05 19:48:09.551765",43.398532,-93.328609,23.79,8.66,7.12,3.61,312.1,1.708,0.004,4.99
640,"STN_021","2021-10-16 10:49:13.815387",43.396758,-93.330776,13.54,7.19,6.64,1.53,400.2,2.225,0.066,9.45
774,"STN_021","2020-02-25 01:45:06.294803",43.397237,-93.33019,13.94,7.9,7.67,7.89,492.8,1.51,0.038,17.6
839,"STN_021","2021-07-26 04:25:50.175968",43.398463,-93.330761,4.74,7.58,7.92,11.18,430.9,0.654,0.064,6.76
851,"STN_021","2022-03-01 19:16:56.820925",43.398673,-93.330091,26.85,7.76,9.63,0.41,395.5,2.991,0.201,21.33
882,"STN_021","2021-08-16 03:23:24.886264",43.396644,-93.327245,18.68,7.25,8.11,8.97,460.5,3.648,0.029,9.59
962,"STN_021","2020-09-03 06:00:46.224352",43.397528,-93.329987,25.7,8,7.8,4.36,352,0.999,0.2,11.1
967,"STN_021","2020-04-22 01:09:23.840883",43.39966,-93.327536,16.4,7.42,6.11,6.68,376.3,0.743,0.115,15.68
1116,"STN_021","2021-01-02 09:25:05.949023",43.398214,-93.330356,19.12,7.47,8.22,10.07,418,3.009,0.129,10.26
1163,"STN_021","2020-04-24 07:02:15.683761",43.398423,-93.329458,22.71,7.72,7.37,2.23,373.3,1.031,0.194,8.37
1188,"STN_021","2021-09-25 18:36:31.89306",43.399491,-93.329805,6.28,8.05,11.09,0.9,438.5,2.788,0.12,5.04
1191,"STN_021","2020-05-27 22:34:14.976046",43.397035,-93.330314,15.84,7.82,8.68,0.36,373.4,1.659,0.118,15.43
1192,"STN_021","2022-11-26 21:43:44.884193",43.395435,-93.330812,19.27,7.35,7.77,2.39,449.4,2.622,0.084,0.86
1234,"STN_021","2021-06-13 21:28:10.905976",43.398045,-93.32848,22.71,7.6,8.92,3.93,365,2.199,0.146,8.23
1248,"STN_021","2020-02-26 11:03:28.496891",43.399016,-93.329458,15.7,7.24,7.3,1.88,404.6,0.959,0.166,10.52
1509,"STN_021","2020-02-10 17:47:45.467935",43.398515,-93.330748,17.46,7.47,10.35,8.22,428.1,3.017,0.097,9.27
1628,"STN_021","2022-10-30 17:08:24.619787",43.397904,-93.326834,21.83,7.52,9.43,1.73,441.8,0.043,0.099,3.87
1725,"STN_021","2022-12-08 14:45:06.990319",43.397918,-93.32887,14.27,7.8,8.93,3.43,293.5,0.969,0.053,2.54
1756,"STN_021","2022-04-25 20:59:46.940847",43.39558,-93.330218,16.97,7.56,6.98,3.1,421.8,3.497,0.058,16.61
1918,"STN_021","2020-07-31 20:46:23.330601",43.397276,-93.329222,2.47,7.28,9.24,2.84,323.7,3.371,0.096,11.04
1944,"STN_021","2021-05-25 14:05:35.916417",43.398073,-93.329043,12.35,7.71,8.62,9.88,340.8,0.529,0.059,13.95
1979,"STN_021","2021-08-04 06:00:14.824904",43.397901,-93.329598,21.17,7.67,8.5,6.94,405.2,2.777,0.062,17.51
1982,"STN_021","2020-09-26 08:34:25.013958",43.39901,-93.329199,16.11,7.43,7.81,5.05,426.9,2.309,0.106,3.44
1984,"STN_021","2020-02-07 16:39:31.249406",43.397758,-93.329653,9.68,7.49,8.37,7.22,364.4,1.163,0.097,12.73
2012,"STN_021","2021-06-28 08:53:58.278768",43.397214,-93.328285,13.65,7.27,10.33,4.75,445,2.473,0.044,6.95
