"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
122,"STN_004","2020-03-30 15:35:24.072184",37.899817,-80.105628,20.53,7.37,8.18,1.37,446.8,2.009,0.116,4.77
155,"STN_004","2020-09-13 10:03:58.245486",37.899636,-80.1048,20.29,6.97,10.92,2.29,435.4,0.947,0.097,10.79
226,"STN_004","2021-10-05 12:11:29.443032",37.898117,-80.10462,8,8.08,7.1,4.44,467.1,2.571,0.047,5.76
327,"STN_004","2021-11-23 23:27:31.173757",37.900419,-80.105037,11.63,7.83,7.48,7.57,463,0.64,0.077,9.52
380,"STN_004","2022-08-01 03:38:09.496634",37.899638,-80.103634,20.15,7.51,9.22,1.93,454.1,2.53,0.134,10.9
567,"STN_004","2022-06-14 00:53:58.338902",37.898362,-80.104452,11.2,7.74,7.32,7.63,454.4,0.864,0.085,10.01
582,"STN_004","2020-07-21 18:19:55.042321",37.899037,-80.103834,13.72,7.97,7.1,5.34,474.4,1.793,0.133,9.27
599,"STN_004","2020-12-17 10:11:37.379889",37.899398,-80.105673,19.49,7.43,8.74,4.5,445,1.243,0.081,8.94
689,"STN_004","2021-10-18 10:25:32.941642",37.898173,-80.105492,16.87,7.25,9.45,2.69,332,1.583,0.158,16.5
742,"STN_004","2022-01-31 19:13:01.440467",37.898246,-80.106122,15.71,7.44,7.74,5.45,286.5,3.095,0.14,17.38
810,"STN_004","2021-09-24 02:13:40.604917",37.900454,-80.103023,16.5,7.58,9.05,5.76,401.4,1.23,0.122,16.25
957,"STN_004","2022-08-28 04:25:07.59879",37.896759,-80.104857,10.12,7.45,6.34,1.11,456.2,1.298,0.058,3.41
960,"STN_004","2020-02-19 09:41:32.630817",37.899609,-80.105894,13.01,7.74,8.09,6.23,401.4,1.482,0.054,9.17
1007,"STN_004","2022-08-27 05:46:15.675905",37.898799,-80.103579,8.41,7.29,7.22,7.82,500.7,1.369,0.106,9.66
1008,"STN_004","2021-11-09 16:07:42.122545",37.899879,-80.104783,11.57,7.69,10.54,5.25,393.2,2.504,0.076,13.02
1018,"STN_004","2022-10-04 00:47:08.844906",37.900447,-80.103403,9.34,7.69,6.04,1.24,441.5,1.796,0.225,4.12
1069,"STN_004","2021-03-21 04:01:54.578283",37.898105,-80.103387,13.13,7.49,6.78,4.07,397.6,2.682,0.051,5.79
1231,"STN_004","2022-01-09 16:09:40.095633",37.899477,-80.105373,14.63,7.41,7.83,1.62,438.2,1.794,0.113,4.72
1311,"STN_004","2020-01-17 08:45:00.804978",37.898048,-80.105627,20.29,7.36,8.21,4.65,440.9,1.945,0.036,5.19
1332,"STN_004","2022-11-07 16:53:37.886053",37.898295,-80.10553,19.22,7.64,8.42,8.92,443.3,4.558,0.096,17.26
1462,"STN_004","2021-06-27 03:25:23.04535",37.898249,-80.105103,18.73,7.77,9.22,3.09,319.6,2.602,0.201,11.75
1507,"STN_004","2020-07-25 02:06:34.230162",37.898854,-80.105481,19.9,7.34,7.68,2.51,403.9,2.581,0.107,17.93
