"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
67,"STN_008","2020-05-03 20:31:00.528103",44.070925,-102.314971,9.93,7.01,8.59,8.6,448.9,3.205,0.155,8.7
87,"STN_008","2020-07-30 01:31:56.388888",44.071136,-102.316595,13.65,7.6,7,11.77,373.5,3.819,0.112,4.03
141,"STN_008","2021-09-03 05:28:12.078846",44.074097,-102.315692,12.27,7.68,8.55,4.69,387.8,0.157,0.061,13.97
148,"STN_008","2020-10-01 12:57:11.721036",44.075018,-102.313733,13.27,7.23,7.66,2.19,424.9,2.2,0.147,7.57
150,"STN_008","2022-05-27 00:05:16.044615",44.07148,-102.316613,19.69,7.36,6.97,7.81,373.9,2.238,0.123,13.92
210,"STN_008","2021-08-16 10:24:00.831761",44.072431,-102.315217,13.96,6.64,8.75,1.57,352.4,3.075,0.011,9.68
211,"STN_008","2022-12-24 04:57:54.812963",44.070422,-102.315904,12.66,8.65,6.8,2.71,472.5,1.792,0.17,12.92
219,"STN_008","2020-10-21 12:24:53.062773",44.071764,-102.316688,23.5,7.35,10.16,4.26,363.5,0.543,0.134,8.52
304,"STN_008","2022-12-06 04:18:19.090545",44.070749,-102.315732,11.1,7.67,8.92,2.34,445.8,1.212,0.003,11.28
360,"STN_008","2020-07-04 04:49:43.948758",44.072582,-102.314546,7.01,7.68,8.6,2.46,400,2.834,0.08,6.41
363,"STN_008","2020-06-12 05:09:51.600466",44.071897,-102.315235,5.2,7.48,6.26,6.63,382.8,1.417,0.159,15.01
369,"STN_008","2022-06-10 03:27:33.255808",44.072697,-102.316391,17.36,7.39,9.51,1.13,400.8,2.2,0.097,11.25
509,"STN_008","2021-11-03 15:54:42.594607",44.071738,-102.314729,14.04,7.49,6,4.17,459.4,2.695,0.047,20.05
527,"STN_008","2020-11-14 16:27:25.436888",44.073612,-102.316895,14.46,7.05,5.58,0.44,417.6,2.487,0.001,9.63
569,"STN_008","2020-03-19 15:15:54.34248",44.071583,-102.315831,21.96,7.48,6.77,5.72,425.7,1.579,0.159,1.05
590,"STN_008","2022-06-18 03:48:38.820901",44.071114,-102.315245,12.34,7.73,8.16,3.8,434.6,2.724,0.112,10.31
793,"STN_008","2021-10-02 11:24:36.330107",44.073442,-102.316375,15.04,7.85,6.3,1.42,357.5,3.759,0.04,13.39
817,"STN_008","2022-06-05 09:20:12.871977",44.072751,-102.315342,14.25,7.53,6.05,4.88,412.4,3.44,0.094,20.6
845,"STN_008","2021-07-22 14:59:11.916213",44.073081,-102.316694,11.24,7.52,6.56,5.5,435.3,2.483,0.119,9.05
854,"STN_008","2021-09-17 06:35:52.987437",44.072875,-102.317728,9.97,7.39,10.24,8.12,344.4,1.99,0.134,10.58
948,"STN_008","2022-08-31 17:27:09.499926",44.073877,-102.314138,19.26,7.17,7.53,2.95,381.8,1.617,0.094,7.41
974,"STN_008","2021-09-12 18:09:30.995957",44.07292,-102.316041,10.47,7.6,5.89,7.24,416.9,2.497,0.102,10.97
991,"STN_008","2020-09-29 14:59:48.339291",44.073453,-102.314274,11.15,7.64,6.73,1.64,399.8,2.514,0.161,11.16
1030,"STN_008","2022-04-25 06:33:19.482033",44.072958,-102.315867,13.85,7.71,7.77,5.07,379.4,1.044,0.11,8.36
1051,"STN_008","2020-10-15 09:14:34.514388",44.072199,-102.315532,17.68,7.71,8.42,3.29,381.4,3.348,0.074,12.66
1058,"STN_008","2022-02-17 18:46:47.44293",44.073676,-102.315721,19.33,7.37,8.97,5.5,407.2,2.999,0.151,13.53
1075,"STN_008","2021-01-07 12:15:45.215955",44.073197,-102.316857,11.81,7.09,8.56,3.25,454.3,2.546,0.055,12.12
1119,"STN_008","2022-09-17 22:12:14.171442",44.072495,-102.31393,17.71,7.35,8.22,7.41,406.5,2.726,0.112,14.62
