"record_id","station_id","sample_datetime","latitude","longitude","water_temp_c","ph","dissolved_oxygen_mg_l","turbidity_ntu","conductivity_us_cm","nitrate_mg_l","phosphate_mg_l","chlorophyll_ug_l"
18,"STN_020","2021-01-20 09:45:57.27048",44.469422,-113.337794,21.71,7.29,11.15,0.1,385.8,1.948,0.043,8.63
75,"STN_020","2021-08-25 08:10:18.958072",44.470552,-113.339209,19.31,7.15,8.1,1.69,348.2,3.424,0.046,13.02
139,"STN_020","2022-08-08 08:58:57.537534",44.470831,-113.338015,21.36,7.03,7.82,6.62,485.3,1.201,0.022,13.59
153,"STN_020","2020-01-02 07:05:56.237041",44.471267,-113.336376,19.31,7.53,9.55,1.39,434,2.974,0.085,18.72
158,"STN_020","2022-09-07 00:49:44.121915",44.469818,-113.339201,16.01,7.74,9.75,4.64,429.1,2.197,0.047,0.75
180,"STN_020","2021-12-03 11:28:07.423671",44.473434,-113.337712,6.65,7.57,9.62,5.01,393.8,1.532,0.067,6.38
230,"STN_020","2021-04-05 13:07:09.493171",44.471425,-113.337957,21.88,7.71,9,3.4,337.4,3.064,0.128,3.76
282,"STN_020","2020-10-10 00:59:33.209386",44.471768,-113.338104,12.52,7.64,7.31,0.64,408.8,2.423,0.147,9.37
302,"STN_020","2021-07-28 12:28:10.617324",44.470594,-113.337774,10.82,7.85,8.81,1.71,334.6,1.463,0.131,11.72
334,"STN_020","2020-11-24 16:05:01.428587",44.469101,-113.337245,21.11,7.08,6.83,7.07,343.9,2.005,0.123,15.76
340,"STN_020","2021-04-07 00:12:26.320695",44.469893,-113.337941,11.14,7.14,5.38,4.81,347.7,2.52,0.044,7.36
373,"STN_020","2022-10-16 20:22:17.084131",44.471273,-113.339042,15.48,7.97,9.21,4.76,400.8,1.534,0.114,12.88
376,"STN_020","2020-01-06 14:22:30.093073",44.470007,-113.338557,30.74,7.44,8.55,3.69,426.6,1.587,0.043,10.69
450,"STN_020","2022-10-03 21:15:01.405793",44.469788,-113.339441,28.29,8.02,9.81,3.88,453.7,2.182,0.016,17.58
